,Name,Team,L/R,POS,IP,GS,GP,HA,R,ER,HR,BB,K,W,L,S,HD,BS,ERA,WHIP,SB,CS,SBP,W-Z,K-Z,S-Z,ERA-Z,WHIP-Z,Z-SUM,Z-SUM-A,ACV,
117,Lucas Erceg,KCA,LEFT,RP,61.333333333333336,0,61,68,19,18,4,18,48,8,4,2,0,0,2.641,1.402,3,0,0.049,-0.072,-1.838,-0.324,0.545,0.257,-1.432,3.937,9.36530063917465,
118,Jose Berrios,TOR,RIGHT,SP,166.00000000000006,30,31,218,86,77,26,56,138,9,5,0,0,0,4.175,1.651,13,3,0.078,0.19,0.139,-0.506,-0.51,-0.758,-1.444,3.925,9.33675514573546,
119,MacKenzie Gore,WAS,LEFT,SP,159.66666666666669,30,30,201,75,74,20,64,185,5,15,0,0,0,4.171,1.660,13,9,0.081,-0.859,1.172,-0.506,-0.486,-0.78,-1.46,3.909,9.298694487816539,
120,Joey Cantillo,CLE,LEFT,SP| RP,95.33333333333331,13,34,106,39,34,10,42,108,5,3,1,0,0,3.210,1.552,4,2,0.042,-0.859,-0.52,-0.415,0.425,-0.106,-1.475,3.8939999999999997,9.263012621017548,
121,Will Warren,NYA,RIGHT,SP,162.33333333333334,33,33,216,90,80,22,65,171,9,8,0,0,0,4.435,1.731,6,2,0.037,0.19,0.864,-0.506,-0.828,-1.201,-1.481,3.888,9.248739874297954,
122,Bryan King,HOU,RIGHT,RP,68.0,0,68,77,21,21,10,11,69,5,4,2,0,0,2.779,1.294,1,0,0.015,-0.859,-1.377,-0.324,0.531,0.543,-1.485,3.8839999999999995,9.239224709818222,
123,Nick Martinez,CIN,LEFT,SP| RP,165.66666666666669,26,40,225,86,82,22,42,116,11,14,0,0,0,4.455,1.612,12,6,0.072,0.715,-0.344,-0.506,-0.87,-0.529,-1.535,3.8339999999999996,9.120285153821593,
124,Jeremiah Estrada,SDN,SWITCH,RP,72.99999999999999,0,77,80,31,28,12,27,108,4,5,3,0,0,3.452,1.466,4,0,0.055,-1.121,-0.52,-0.233,0.187,0.142,-1.545,3.824,9.096497242622267,
125,Calvin Faucher,MIA,RIGHT,RP,60.333333333333336,0,65,66,27,22,8,24,59,4,4,15,0,0,3.282,1.492,4,0,0.066,-1.121,-1.596,0.861,0.235,0.062,-1.56,3.8089999999999997,9.060815375823278,
126,JoJo Romero,SLN,LEFT,RP,61.00000000000001,0,65,58,21,14,2,29,55,4,6,8,0,0,2.066,1.426,4,1,0.066,-1.121,-1.684,0.223,0.816,0.204,-1.563,3.806,9.05367900246348,
127,Tanner Banks,PHI,RIGHT,RP,67.33333333333334,1,69,73,24,23,9,12,61,6,2,1,0,0,3.074,1.262,4,0,0.059,-0.597,-1.552,-0.415,0.371,0.613,-1.58,3.7889999999999997,9.013239553424626,
128,Lake Bachar,MIA,RIGHT,RP,70.99999999999999,1,53,77,34,31,10,30,75,8,2,3,0,0,3.930,1.507,4,0,0.056,-0.072,-1.245,-0.233,-0.082,0.035,-1.597,3.772,8.972800104385772,
129,Shane Baz,TBA,RIGHT,SP,166.33333333333334,31,31,221,91,90,26,64,176,10,12,0,0,0,4.870,1.713,20,2,0.12,0.453,0.974,-0.506,-1.412,-1.127,-1.619,3.75,8.920466699747255,
130,Shelby Miller,ARI| MIL,RIGHT,RP,46.0,0,48,43,17,14,5,15,54,4,3,10,0,0,2.739,1.261,8,1,0.174,-1.121,-1.706,0.405,0.374,0.421,-1.627,3.742,8.901436370787794,
131,Pablo Lopez,MIN,LEFT,SP,75.66666666666666,14,14,84,28,23,6,20,73,5,4,0,0,0,2.736,1.374,10,2,0.132,-0.859,-1.289,-0.506,0.617,0.391,-1.647,3.7219999999999995,8.853860548389141,
132,Jared Koenig,MIL,RIGHT,RP,66.0,0,72,75,21,21,6,20,68,6,1,2,0,0,2.864,1.439,1,3,0.015,-0.597,-1.399,-0.324,0.472,0.19,-1.658,3.711,8.827693846069883,
133,Garrett Cleavinger,TBA,RIGHT,RP,61.33333333333333,0,67,55,17,16,9,18,82,2,6,2,0,0,2.348,1.190,2,3,0.033,-1.646,-1.091,-0.324,0.685,0.715,-1.661,3.7079999999999997,8.820557472710085,
134,Ryan Walker,SFN,RIGHT,RP,61.33333333333334,0,68,79,32,28,4,18,60,5,7,17,0,0,4.109,1.581,0,1,0.0,-0.859,-1.574,1.043,-0.157,-0.131,-1.677,3.6919999999999997,8.782496814791163,
135,Stephen Kolek,KCA| SDN,RIGHT,SP,112.66666666666667,19,19,122,49,44,9,31,77,5,7,0,0,0,3.515,1.358,3,2,0.027,-0.859,-1.201,-0.506,0.234,0.647,-1.686,3.683,8.76108769471177,
136,Luke Weaver,NYA,RIGHT,RP,64.66666666666666,0,64,66,28,26,10,20,72,4,4,8,0,0,3.619,1.330,2,1,0.031,-1.121,-1.311,0.223,0.082,0.435,-1.692,3.6769999999999996,8.746814947992174,
137,Yusei Kikuchi,ANA,LEFT,SP,178.33333333333331,33,33,240,87,79,24,74,174,7,11,0,0,0,3.987,1.761,11,5,0.062,-0.334,0.93,-0.506,-0.286,-1.506,-1.703,3.6659999999999995,8.720648245672916,
138,Jacob Lopez,ATH,LEFT,SP| RP,92.66666666666667,17,21,111,47,42,15,37,113,7,7,0,0,0,4.079,1.597,8,3,0.086,-0.334,-0.41,-0.506,-0.215,-0.248,-1.715,3.654,8.692102752233724,
139,Orion Kerkering,PHI,RIGHT,RP,60.00000000000001,0,69,72,28,22,6,27,65,8,4,4,0,0,3.300,1.650,5,0,0.083,-0.072,-1.464,-0.142,0.225,-0.273,-1.726,3.643,8.665936049914466,
140,Jack Dreyer,LAN,RIGHT,SP| RP,76.33333333333333,5,67,76,26,25,4,24,74,3,2,4,0,0,2.948,1.310,5,2,0.066,-1.384,-1.267,-0.142,0.496,0.567,-1.729,3.6399999999999997,8.658799676554668,
141,Greg Weissert,BOS,RIGHT,RP,67.00000000000001,0,72,77,27,21,6,21,57,6,6,4,0,0,2.821,1.463,6,3,0.09,-0.597,-1.64,-0.142,0.502,0.138,-1.739,3.63,8.635011765355342,
142,Robert Garcia,TEX,RIGHT,RP,63.99999999999999,0,71,74,26,21,8,22,68,4,8,9,0,0,2.953,1.500,3,2,0.047,-1.121,-1.399,0.314,0.413,0.047,-1.746,3.6229999999999998,8.618360227515813,
143,Seth Lugo,KCA,RIGHT,SP,145.33333333333337,26,26,184,70,67,27,55,125,8,7,0,0,0,4.149,1.645,4,7,0.028,-0.072,-0.146,-0.506,-0.417,-0.632,-1.774,3.5949999999999998,8.551754076157701,
144,Nolan McLean,NYN,RIGHT,SP,48.0,8,8,42,13,11,4,16,57,5,1,0,0,0,2.062,1.208,0,3,0.0,-0.859,-1.64,-0.506,0.643,0.529,-1.834,3.5349999999999997,8.409026608961744,
145,Simeon Woods Richardson,MIN,RIGHT,SP,111.33333333333334,22,23,130,53,50,17,46,107,7,4,0,0,0,4.042,1.581,8,5,0.072,-0.334,-0.542,-0.506,-0.227,-0.235,-1.844,3.5249999999999995,8.385238697762418,
146,Mitch Keller,PIT,RIGHT,SP,176.33333333333334,32,32,234,91,82,21,51,150,6,15,0,0,0,4.185,1.616,23,3,0.13,-0.597,0.403,-0.506,-0.556,-0.592,-1.848,3.521,8.375723533282688,
147,Bennett Sousa,HOU,LEFT,RP,50.66666666666667,0,44,52,18,16,4,15,59,5,1,4,0,0,2.842,1.322,11,0,0.217,-0.859,-1.596,-0.142,0.371,0.354,-1.872,3.497,8.318632546404306,
148,Blake Snell,LAN,LEFT,SP,61.333333333333336,11,11,64,21,16,3,26,72,5,4,0,0,0,2.348,1.467,6,5,0.098,-0.859,-1.311,-0.506,0.685,0.116,-1.875,3.4939999999999998,8.311496173044508,
149,Tony Santillan,CIN,RIGHT,RP,73.66666666666667,0,80,73,23,20,7,29,75,1,5,7,0,0,2.443,1.385,1,3,0.014,-1.909,-1.245,0.132,0.768,0.354,-1.9,3.469,8.252026395046194,
150,Felix Bautista,BAL,RIGHT,RP,34.666666666666664,0,35,23,10,10,3,23,50,1,1,19,0,0,2.596,1.327,10,1,0.288,-1.909,-1.794,1.226,0.32,0.237,-1.92,3.449,8.204450572647541,
151,Tyler Kinley,ATL| COL,RIGHT,RP,72.66666666666667,0,73,70,35,32,6,33,73,6,3,3,0,0,3.963,1.417,12,0,0.165,-0.597,-1.289,-0.233,-0.103,0.265,-1.957,3.412,8.116435301210036,
152,Tyler Holton,DET,LEFT,SP| RP,78.66666666666666,6,70,87,34,32,15,17,64,6,5,0,0,0,3.661,1.322,3,0,0.038,-0.597,-1.486,-0.506,0.074,0.551,-1.965,3.404,8.097404972250574,
153,Jacob Webb,TEX,RIGHT,RP,66.00000000000001,0,55,67,24,22,10,19,58,5,4,1,0,0,3.000,1.303,8,1,0.121,-0.859,-1.618,-0.415,0.402,0.507,-1.984,3.385,8.052207940971854,
154,Cam Schlittler,NYA,RIGHT,SP,72.99999999999999,14,14,74,24,24,8,31,84,4,3,0,0,0,2.959,1.438,10,2,0.137,-1.121,-1.047,-0.506,0.468,0.212,-1.995,3.3739999999999997,8.026041238652596,
155,Kyle Leahy,SLN,SWITCH,RP,87.99999999999999,1,62,101,32,30,5,28,80,4,2,1,0,0,3.068,1.466,2,2,0.023,-1.121,-1.135,-0.415,0.489,0.171,-2.012,3.3569999999999998,7.985601789613742,
156,Matthew Liberatore,SLN,LEFT,SP,151.66666666666666,29,29,211,79,71,19,40,122,8,12,0,0,0,4.213,1.655,22,4,0.145,-0.072,-0.212,-0.506,-0.511,-0.715,-2.017,3.352,7.973707834014079,
157,Andrew Kittredge,BAL| CHN,RIGHT,RP,53.0,0,54,56,22,20,7,11,64,4,3,5,0,0,3.396,1.264,8,0,0.151,-1.121,-1.486,-0.051,0.159,0.479,-2.02,3.3489999999999998,7.966571460654281,
158,Steven Matz,BOS| SLN,RIGHT,RP,76.66666666666667,2,53,97,31,26,8,11,59,5,2,2,0,0,3.052,1.409,1,1,0.013,-0.859,-1.596,-0.324,0.436,0.303,-2.041,3.328,7.916616847135697,
159,Chad Patrick,MIL,RIGHT,SP| RP,119.66666666666664,23,27,150,49,47,13,40,127,3,8,0,0,0,3.535,1.588,6,6,0.05,-1.384,-0.103,-0.506,0.23,-0.281,-2.044,3.3249999999999997,7.909480473775899,
160,Brendon Little,TOR,LEFT,RP,68.33333333333334,0,79,61,28,23,2,45,91,4,2,1,0,0,3.029,1.551,2,4,0.029,-1.121,-0.893,-0.415,0.401,-0.073,-2.102,3.267,7.771510588819808,
161,Matt Strahm,PHI,RIGHT,RP,62.33333333333333,0,66,65,22,19,5,20,70,2,3,6,0,0,2.743,1.364,3,0,0.048,-1.646,-1.355,0.041,0.504,0.345,-2.11,3.259,7.752480259860348,
162,Hurston Waldrep,ATL,RIGHT,SP,56.33333333333333,9,10,56,18,18,3,22,55,6,1,0,0,0,2.876,1.385,8,3,0.142,-0.597,-1.684,-0.506,0.398,0.271,-2.119,3.2499999999999996,7.731071139780953,
163,Justin Sterner,ATH,RIGHT,RP,65.0,1,59,62,24,23,10,21,70,4,3,0,0,0,3.185,1.277,14,4,0.215,-1.121,-1.355,-0.506,0.302,0.559,-2.122,3.247,7.723934766421156,
164,Caleb Thielbar,CHN,RIGHT,RP,58.00000000000001,0,67,53,17,17,5,13,56,3,4,1,0,0,2.638,1.138,2,1,0.034,-1.384,-1.662,-0.415,0.517,0.783,-2.162,3.207,7.628783121623852,
165,Brant Hurter,DET,LEFT,SP| RP,62.999999999999986,4,43,69,26,17,4,27,68,4,3,2,0,0,2.429,1.524,9,3,0.143,-1.121,-1.399,-0.324,0.664,-0.006,-2.186,3.183,7.5716921347454695,
166,Slade Cecconi,CLE,RIGHT,SP,132.0,23,23,178,66,63,24,32,109,7,7,0,0,0,4.295,1.591,3,1,0.023,-0.334,-0.498,-0.506,-0.53,-0.325,-2.193,3.1759999999999997,7.555040596905941,
167,Jordan Leasure,CHA,RIGHT,RP,64.33333333333333,1,68,76,30,28,12,30,81,5,6,7,0,0,3.917,1.648,5,2,0.078,-0.859,-1.113,0.132,-0.068,-0.287,-2.196,3.1729999999999996,7.547904223546143,
168,Seranthony Dominguez,BAL| TOR,RIGHT,RP,62.66666666666667,0,67,57,30,22,5,36,79,4,4,2,0,0,3.160,1.484,19,4,0.303,-1.121,-1.157,-0.324,0.304,0.082,-2.217,3.1519999999999997,7.497949610027558,
169,Riley O'Brien,SLN,RIGHT,RP,48.0,0,42,41,13,11,2,22,45,3,1,6,0,0,2.062,1.312,2,1,0.042,-1.384,-1.904,0.041,0.643,0.352,-2.251,3.118,7.417070711949851,
170,Luis Severino,ATH,RIGHT,SP,162.6666666666667,29,29,213,93,82,16,50,124,8,11,0,0,0,4.537,1.617,10,2,0.061,-0.072,-0.168,-0.506,-0.959,-0.549,-2.254,3.1149999999999998,7.409934338590053,
171,Clarke Schmidt,NYA,RIGHT,SP,78.66666666666666,14,14,79,29,29,9,30,73,4,4,0,0,0,3.318,1.386,6,1,0.076,-1.121,-1.289,-0.506,0.284,0.375,-2.257,3.1119999999999997,7.4027979652302545,
172,Sean Newcomb,ATH| BOS,LEFT,SP| RP,92.33333333333334,5,48,115,36,28,5,31,91,2,5,2,0,0,2.729,1.581,7,3,0.076,-1.646,-0.893,-0.324,0.757,-0.196,-2.302,3.0669999999999997,7.295752364833287,
173,Sandy Alcantara,MIA,RIGHT,SP,174.66666666666666,31,31,226,107,104,22,57,142,11,12,0,0,0,5.359,1.620,35,1,0.2,0.715,0.227,-0.506,-2.149,-0.61,-2.324,3.045,7.243418960194771,
174,Dylan Lee,ATL,LEFT,RP,68.33333333333336,0,74,73,27,25,13,14,76,2,4,2,0,0,3.293,1.273,2,1,0.029,-1.646,-1.223,-0.324,0.26,0.596,-2.337,3.0319999999999996,7.2124946756356465,
175,Reid Detmers,ANA,LEFT,RP,63.666666666666664,0,61,73,29,28,6,25,80,5,3,3,0,0,3.958,1.539,4,2,0.063,-0.859,-1.135,-0.233,-0.088,-0.041,-2.356,3.013,7.167297644356927,
176,Yariel Rodriguez,TOR,RIGHT,RP,73.00000000000003,1,66,66,26,25,8,34,66,3,2,2,0,0,3.082,1.370,6,0,0.082,-1.384,-1.442,-0.324,0.398,0.389,-2.364,3.005,7.148267315397467,
177,Jose Ferrer,WAS,LEFT,RP,76.33333333333333,0,72,100,41,38,5,16,71,4,4,11,0,0,4.480,1.520,3,1,0.039,-1.121,-1.333,0.496,-0.416,0.004,-2.37,2.9989999999999997,7.1339945686778705,
178,Keegan Akin,BAL,LEFT,SP| RP,63.33333333333333,3,64,73,28,24,10,33,59,5,4,8,0,0,3.410,1.674,2,1,0.032,-0.859,-1.596,0.223,0.183,-0.341,-2.39,2.9789999999999996,7.086418746279218,
179,Brock Burke,ANA,LEFT,RP,61.66666666666667,1,69,76,24,23,8,18,52,7,1,0,0,0,3.357,1.524,4,2,0.065,-0.334,-1.75,-0.506,0.204,-0.007,-2.394,2.9749999999999996,7.076903581799488,
180,Grant Holmes,ATL,LEFT,SP,115.0,21,22,132,52,51,16,54,123,4,9,0,0,0,3.991,1.617,2,1,0.017,-1.121,-0.19,-0.506,-0.189,-0.39,-2.397,2.972,7.069767208439691,
181,Janson Junk,MIA,RIGHT,SP| RP,110.00000000000001,16,21,150,54,51,8,13,77,6,4,1,0,0,4.173,1.482,12,2,0.109,-0.597,-1.201,-0.415,-0.336,0.152,-2.397,2.972,7.069767208439691,
182,Mike King,SDN,RIGHT,SP,73.33333333333333,15,15,86,31,28,12,26,76,5,3,0,0,0,3.436,1.527,0,1,0.0,-0.859,-1.223,-0.506,0.197,-0.016,-2.407,2.9619999999999997,7.045979297240365,
183,Logan Allen,CLE,RIGHT,SP,156.66666666666666,29,30,206,84,74,18,62,122,8,11,0,0,0,4.251,1.711,8,10,0.051,-0.072,-0.212,-0.506,-0.574,-1.046,-2.411,2.9579999999999997,7.036464132760634,
184,Braxton Ashcraft,PIT,LEFT,SP| RP,69.66666666666666,8,26,83,22,21,3,24,71,4,4,0,0,0,2.713,1.536,5,3,0.072,-1.121,-1.333,-0.506,0.58,-0.037,-2.417,2.952,7.0221913860410385,
185,Bryan Baker,BAL| TBA,RIGHT,RP,68.66666666666666,0,73,83,33,31,13,17,83,4,4,3,0,0,4.063,1.456,6,1,0.087,-1.121,-1.069,-0.233,-0.151,0.156,-2.418,2.9509999999999996,7.019812594921105,
186,Carmen Mlodzinski,PIT,RIGHT,SP| RP,99.00000000000001,12,34,132,42,39,8,27,89,5,8,0,0,0,3.546,1.606,2,2,0.02,-0.859,-0.937,-0.506,0.182,-0.297,-2.418,2.9509999999999996,7.019812594921105,
187,Louis Varland,MIN| TOR,LEFT,RP,72.66666666666666,1,74,89,27,24,6,22,75,4,3,0,0,0,2.973,1.528,6,3,0.083,-1.121,-1.245,-0.506,0.458,-0.017,-2.431,2.9379999999999997,6.988888310361982,
188,Anthony Bender,MIA,RIGHT,RP,50.0,0,51,43,13,12,3,21,42,3,5,4,0,0,2.160,1.280,11,1,0.22,-1.384,-1.97,-0.142,0.632,0.424,-2.439,2.9299999999999997,6.969857981402521,
189,Jimmy Herget,COL,RIGHT,RP,83.33333333333334,0,59,94,24,23,6,26,81,1,2,0,0,0,2.484,1.440,6,3,0.072,-1.909,-1.113,-0.506,0.843,0.238,-2.448,2.921,6.948448861323128,
190,Nick Mears,MIL,RIGHT,RP,56.66666666666664,0,63,57,25,22,7,13,46,5,3,1,0,0,3.494,1.235,2,2,0.035,-0.859,-1.882,-0.415,0.127,0.57,-2.459,2.9099999999999997,6.922282159003869,
191,Griffin Canning,NYN,RIGHT,SP,76.33333333333333,16,16,89,35,32,8,35,70,7,3,0,0,0,3.773,1.625,3,1,0.039,-0.334,-1.355,-0.506,0.005,-0.278,-2.469,2.9,6.8984942478045435,
192,Davis Martin,CHA,LEFT,SP,142.66666666666666,25,26,188,74,65,20,48,104,7,10,0,0,0,4.101,1.654,14,5,0.098,-0.334,-0.608,-0.506,-0.355,-0.669,-2.473,2.896,6.888979083324813,
193,Wandy Peralta,SDN,LEFT,RP,71.6666666666667,1,71,86,29,25,5,30,63,6,1,0,0,0,3.139,1.619,6,1,0.084,-0.597,-1.508,-0.506,0.358,-0.246,-2.499,2.8699999999999997,6.827130514206565,
194,Tanner Scott,LAN,RIGHT,RP,57.0,0,61,74,33,30,11,18,60,1,4,23,0,0,4.737,1.614,1,1,0.018,-1.909,-1.574,1.59,-0.425,-0.187,-2.504,2.8649999999999998,6.815236558606902,
195,Ryan Helsley,NYN| SLN,RIGHT,RP,56.0,0,58,81,32,28,8,25,63,3,4,21,0,0,4.500,1.893,6,2,0.107,-1.384,-1.508,1.408,-0.314,-0.733,-2.532,2.8369999999999997,6.748630407248789,
196,Drew Pomeranz,CHN,RIGHT,SP| RP,49.66666666666666,4,57,45,14,12,5,15,57,2,2,1,0,0,2.175,1.208,5,1,0.101,-1.646,-1.64,-0.415,0.622,0.547,-2.532,2.8369999999999997,6.748630407248789,
197,Landen Roupp,SFN,RIGHT,SP,106.66666666666667,22,22,147,55,45,11,45,102,7,7,0,0,0,3.797,1.800,6,2,0.056,-0.334,-0.652,-0.506,-0.013,-1.048,-2.554,2.815,6.696297002610272,
198,Tyler Phillips,MIA,RIGHT,RP,77.66666666666667,1,54,84,26,24,8,24,52,2,1,4,0,0,2.781,1.391,1,0,0.013,-1.646,-1.75,-0.142,0.606,0.357,-2.576,2.7929999999999997,6.643963597971755,
199,Brandon Pfaadt,ARI,RIGHT,SP,176.66666666666666,33,33,278,107,103,26,37,147,13,9,0,0,0,5.247,1.783,13,2,0.074,1.24,0.337,-0.506,-2.02,-1.63,-2.58,2.7889999999999997,6.634448433492024,
200,Victor Vodnik,COL,RIGHT,RP,50.666666666666664,0,52,61,19,17,4,26,49,4,3,10,0,0,3.020,1.717,0,2,0.0,-1.121,-1.816,0.405,0.301,-0.35,-2.581,2.788,6.632069642372092,
201,Anthony Banda,LAN,LEFT,RP,64.99999999999999,1,71,64,23,23,8,34,61,5,1,0,0,0,3.185,1.508,9,2,0.138,-0.859,-1.552,-0.506,0.302,0.03,-2.585,2.784,6.622554477892361,
202,Huascar Brazoban,NYN,RIGHT,SP| RP,63.0,3,52,65,29,25,6,27,57,5,2,2,0,0,3.571,1.460,3,2,0.048,-0.859,-1.64,-0.324,0.103,0.135,-2.586,2.783,6.620175686772429,
203,Reese Olson,DET,RIGHT,SP,68.66666666666667,13,13,75,24,24,5,25,65,4,4,0,0,0,3.146,1.456,4,2,0.058,-1.121,-1.464,-0.506,0.34,0.156,-2.596,2.7729999999999997,6.596387775573103,
204,Tylor Megill,NYN,RIGHT,SP,68.33333333333333,14,14,77,37,30,6,33,89,5,5,0,0,0,3.951,1.610,3,1,0.044,-0.859,-0.937,-0.506,-0.091,-0.214,-2.607,2.7619999999999996,6.570221073253844,
205,Tomoyuki Sugano,BAL,RIGHT,SP,157.00000000000003,30,30,230,85,81,33,36,106,10,10,0,0,0,4.643,1.694,8,4,0.051,0.453,-0.564,-0.506,-1.056,-0.958,-2.631,2.738,6.513130086375463,
206,Jacob Misiorowski,MIL,RIGHT,SP,66.0,14,15,69,34,32,8,31,87,5,3,0,0,0,4.364,1.515,1,1,0.015,-0.859,-0.981,-0.506,-0.3,0.014,-2.633,2.7359999999999998,6.508372504135597,
207,Jacob Latz,TEX,RIGHT,SP| RP,85.66666666666669,8,33,93,28,27,7,37,76,2,0,1,0,0,2.837,1.518,9,3,0.105,-1.646,-1.223,-0.415,0.631,0.011,-2.643,2.726,6.484584592936271,
208,Graham Ashcraft,CIN,LEFT,RP,65.33333333333333,0,62,88,37,29,2,25,64,8,5,0,0,0,3.995,1.730,4,1,0.061,-0.072,-1.486,-0.506,-0.109,-0.48,-2.654,2.715,6.458417890617012,
209,Patrick Corbin,TEX,LEFT,SP,155.33333333333331,30,31,215,79,76,21,51,131,7,11,0,0,0,4.403,1.712,26,4,0.167,-0.334,-0.015,-0.506,-0.754,-1.047,-2.657,2.7119999999999997,6.451281517257214,
210,Caleb Ferguson,PIT| SEA,RIGHT,RP,65.33333333333331,0,70,67,27,26,2,22,51,5,4,0,0,0,3.582,1.362,10,1,0.153,-0.859,-1.772,-0.506,0.102,0.365,-2.671,2.698,6.417978441578158,
211,Randy Vasquez,SDN,RIGHT,SP,133.66666666666666,26,28,161,59,57,16,52,78,6,7,0,0,0,3.838,1.593,10,3,0.075,-0.597,-1.179,-0.506,-0.059,-0.341,-2.683,2.686,6.389432948138967,
212,Hunter Gaddis,CLE,RIGHT,RP,66.66666666666666,0,73,77,24,23,8,21,73,2,2,3,0,0,3.105,1.470,6,1,0.09,-1.646,-1.289,-0.233,0.351,0.12,-2.697,2.6719999999999997,6.35612987245991,
213,Justin Wrobleski,LAN,LEFT,RP,66.66666666666666,2,24,85,34,32,6,17,76,5,5,2,0,0,4.320,1.530,6,1,0.09,-0.859,-1.223,-0.324,-0.28,-0.021,-2.707,2.662,6.3323419612605845,
214,Matt Festa,CLE,RIGHT,RP,54.66666666666666,0,63,55,29,25,4,15,56,5,4,0,0,0,4.116,1.280,8,3,0.146,-0.859,-1.662,-0.506,-0.143,0.463,-2.707,2.662,6.3323419612605845,
215,Spencer Strider,ATL,RIGHT,SP,125.33333333333333,23,23,174,63,62,20,51,131,7,14,0,0,0,4.452,1.795,15,6,0.12,-0.334,-0.015,-0.506,-0.656,-1.21,-2.722,2.647,6.296660094461595,
216,Corbin Burnes,ARI,RIGHT,SP,64.33333333333333,11,11,69,23,19,7,26,63,3,2,0,0,0,2.658,1.477,2,1,0.031,-1.384,-1.508,-0.506,0.563,0.1,-2.735,2.634,6.265735809902472,
217,Scott Barlow,CIN,RIGHT,RP,68.3333333333333,1,75,67,35,32,8,45,75,6,3,1,0,0,4.215,1.639,13,1,0.19,-0.597,-1.245,-0.415,-0.231,-0.284,-2.772,2.597,6.177720538464966,
218,Justin Verlander,SFN,RIGHT,SP,152.0,29,29,213,74,65,16,52,137,4,11,0,0,0,3.849,1.743,13,7,0.086,-1.121,0.117,-0.506,-0.08,-1.191,-2.782,2.5869999999999997,6.153932627265639,
219,Fernando Cruz,NYA,SWITCH,RP,48.00000000000001,0,49,45,21,19,5,24,72,3,4,2,0,0,3.562,1.438,2,0,0.042,-1.384,-1.311,-0.324,0.082,0.141,-2.796,2.573,6.120629551586583,
220,Ian Seymour,TBA,LEFT,SP| RP,57.0,5,19,61,33,23,5,19,64,4,3,0,0,0,3.632,1.403,3,0,0.053,-1.121,-1.486,-0.506,0.066,0.236,-2.812,2.557,6.082568893667661,
221,Jalen Beeks,ARI,LEFT,RP,57.333333333333336,2,61,59,26,24,6,20,47,5,3,1,0,0,3.767,1.378,5,1,0.087,-0.859,-1.86,-0.415,0.006,0.289,-2.839,2.53,6.0183415334294805,
222,Jakob Junis,CLE,RIGHT,RP,66.66666666666666,0,57,82,24,22,5,18,55,4,1,0,0,0,2.970,1.500,5,3,0.075,-1.121,-1.684,-0.506,0.422,0.049,-2.841,2.5279999999999996,6.013583951189615,
223,Daniel Lynch,KCA,LEFT,RP,67.66666666666667,2,57,86,24,23,8,26,45,6,2,1,0,0,3.059,1.655,0,3,0.0,-0.597,-1.904,-0.415,0.381,-0.32,-2.855,2.514,5.980280875510559,
224,Michael McGreevy,SLN,LEFT,SP,95.66666666666667,16,17,131,50,47,12,20,58,8,4,0,0,0,4.422,1.578,0,2,0.0,-0.072,-1.618,-0.506,-0.478,-0.193,-2.868,2.501,5.949356590951435,
225,Brad Lord,WAS,RIGHT,SP| RP,130.66666666666666,19,48,168,65,63,17,43,108,5,10,0,0,0,4.339,1.615,3,5,0.023,-0.859,-0.52,-0.506,-0.569,-0.432,-2.886,2.4829999999999997,5.9065383507926486,
226,Cade Gibson,MIA,LEFT,RP,54.66666666666666,1,44,57,18,16,3,21,43,4,5,0,0,0,2.634,1.427,2,1,0.037,-1.121,-1.948,-0.506,0.489,0.181,-2.905,2.464,5.8613413195139294,
227,Ben Casparius,LAN,RIGHT,SP| RP,77.66666666666664,3,46,109,41,40,8,21,71,7,5,2,0,0,4.635,1.674,8,3,0.103,-0.334,-1.333,-0.324,-0.517,-0.418,-2.926,2.4429999999999996,5.811386705995344,
228,Michael Soroka,CHN| WAS,RIGHT,SP| RP,89.66666666666669,17,22,100,49,45,12,29,95,3,8,0,0,0,4.517,1.439,8,4,0.089,-1.384,-0.805,-0.506,-0.514,0.26,-2.95,2.4189999999999996,5.7542957191169615,
229,Tim Hill,NYA,RIGHT,RP,67.0,0,70,75,27,23,8,16,37,4,4,0,0,0,3.090,1.358,0,0,0.0,-1.121,-2.079,-0.506,0.361,0.384,-2.962,2.4069999999999996,5.72575022567777,
230,Mason Fluharty,TOR,RIGHT,RP,52.66666666666665,0,55,50,28,26,6,24,56,5,2,1,0,0,4.443,1.405,0,2,0.0,-0.859,-1.662,-0.415,-0.272,0.215,-2.993,2.376,5.65200770095986,
231,Mike Burrows,PIT,RIGHT,SP| RP,95.99999999999999,19,23,114,43,42,13,31,97,2,4,0,0,0,3.938,1.510,8,2,0.083,-1.646,-0.762,-0.506,-0.117,0.036,-2.996,2.3729999999999998,5.644871327600062,
232,Pierce Johnson,ATL,RIGHT,RP,58.99999999999999,0,65,69,21,20,8,19,59,3,3,1,0,0,3.051,1.492,8,2,0.136,-1.384,-1.596,-0.415,0.336,0.061,-2.998,2.3709999999999996,5.640113745360196,
233,Michael Lorenzen,KCA,RIGHT,SP,141.66666666666663,26,27,208,76,73,25,39,127,7,11,0,0,0,4.638,1.744,8,2,0.056,-0.334,-0.103,-0.506,-0.946,-1.11,-3.0,2.3689999999999998,5.635356163120332,
