,Name,Team,L/R,POS,IP,GS,GP,HA,R,ER,HR,BB,K,W,L,S,HD,BS,ERA,WHIP,SB,CS,SBP,W-Z,K-Z,S-Z,ERA-Z,WHIP-Z,Z-SUM,Z-SUM-A,ACV,
234,Isaac Mattson,PIT,RIGHT,RP,47.666666666666664,0,44,46,14,13,4,19,45,3,3,0,0,0,2.454,1.364,0,0,0.0,-1.384,-1.904,-0.506,0.493,0.264,-3.037,2.332,5.5473408916828255,
235,Connor Phillips,CIN,RIGHT,RP,24.999999999999996,0,21,17,9,8,3,12,32,5,0,0,0,0,2.880,1.160,2,1,0.08,-0.859,-2.189,-0.506,0.176,0.318,-3.061,2.308,5.490249904804443,
236,Brennan Bernardino,BOS,LEFT,SP| RP,51.666666666666664,3,55,48,23,18,1,26,43,4,3,1,0,0,3.135,1.432,4,1,0.077,-1.121,-1.948,-0.415,0.26,0.161,-3.063,2.3059999999999996,5.4854923225645775,
237,Cole Ragans,KCA,LEFT,SP,61.66666666666667,13,13,74,33,32,7,20,98,3,3,0,0,0,4.670,1.524,3,1,0.049,-1.384,-0.74,-0.506,-0.428,-0.007,-3.065,2.304,5.480734740324713,
238,AJ Blubaugh,HOU,RIGHT,SP| RP,32.0,3,11,26,11,6,6,11,35,3,1,0,0,0,1.688,1.156,2,0,0.062,-1.384,-2.123,-0.506,0.522,0.411,-3.08,2.2889999999999997,5.445052873525723,
239,Matt Brash,SEA,RIGHT,RP,47.33333333333333,0,53,51,15,13,4,18,58,1,3,4,0,0,2.472,1.458,4,0,0.085,-1.909,-1.618,-0.142,0.483,0.105,-3.08,2.2889999999999997,5.445052873525723,
240,Kyle Hendricks,ANA,RIGHT,SP,164.66666666666669,31,31,232,92,87,25,43,114,8,10,0,0,0,4.755,1.670,24,2,0.146,-0.072,-0.388,-0.506,-1.251,-0.864,-3.082,2.287,5.440295291285859,
241,Grant Anderson,MIL,RIGHT,RP,69.66666666666666,0,66,76,35,25,8,29,74,2,6,0,0,0,3.230,1.507,6,2,0.086,-1.646,-1.267,-0.506,0.299,0.034,-3.086,2.283,5.430780126806129,
242,Danny Coulombe,MIN| TEX,LEFT,RP,42.99999999999999,1,55,39,11,11,3,18,43,2,1,2,0,0,2.302,1.326,7,2,0.163,-1.646,-1.948,-0.324,0.496,0.296,-3.126,2.243,5.335628482008825,
243,Shohei Ohtani,LAN,LEFT,SP,46.99999999999999,14,14,49,15,15,3,9,62,1,1,0,0,0,2.872,1.234,1,0,0.021,-1.909,-1.53,-0.506,0.333,0.475,-3.137,2.2319999999999998,5.309461779689565,
244,Cole Sands,MIN,RIGHT,SP| RP,72.0,3,69,88,41,36,7,19,64,4,6,3,0,0,4.500,1.486,7,1,0.097,-1.121,-1.486,-0.233,-0.404,0.088,-3.156,2.2129999999999996,5.264264748410846,
245,Hogan Harris,ATH,RIGHT,RP,64.66666666666666,0,48,71,26,23,5,33,65,2,1,4,0,0,3.201,1.608,8,1,0.124,-1.646,-1.464,-0.142,0.292,-0.199,-3.159,2.21,5.257128375051049,
246,Chris Flexen,CHN,RIGHT,RP,43.66666666666667,1,21,47,18,15,7,12,22,5,1,1,0,0,3.092,1.351,0,2,0.0,-0.859,-2.409,-0.415,0.235,0.261,-3.187,2.182,5.190522223692936,
247,Troy Melton,DET,RIGHT,SP| RP,45.666666666666664,4,16,42,15,14,7,15,36,3,2,0,0,0,2.759,1.248,4,4,0.088,-1.384,-2.101,-0.506,0.364,0.439,-3.189,2.1799999999999997,5.18576464145307,
248,Jose Alvarado,PHI,LEFT,RP,26.0,0,28,33,12,11,4,7,32,4,2,7,0,0,3.808,1.538,1,1,0.038,-1.121,-2.189,0.132,-0.005,-0.016,-3.201,2.1679999999999997,5.157219148013879,
249,Taj Bradley,MIN| TBA,RIGHT,SP,142.66666666666666,27,27,178,88,80,19,56,127,6,8,0,0,0,5.047,1.640,7,2,0.049,-0.597,-0.103,-0.506,-1.408,-0.599,-3.213,2.1559999999999997,5.128673654574688,
250,Bailey Falter,KCA| PIT,RIGHT,SP,125.33333333333333,24,26,162,68,62,19,46,81,7,7,0,0,0,4.452,1.660,12,4,0.096,-0.334,-1.113,-0.506,-0.656,-0.612,-3.221,2.1479999999999997,5.1096433256152265,
251,Luis Morales,ATH,RIGHT,SP,48.666666666666664,9,10,53,18,17,8,18,43,4,3,0,0,0,3.144,1.459,4,0,0.082,-1.121,-1.948,-0.506,0.242,0.106,-3.227,2.142,5.095370578895632,
252,Enyel De Los Santos,ATL| HOU,RIGHT,RP,65.99999999999999,0,65,85,35,32,7,24,62,6,3,0,0,0,4.364,1.651,5,1,0.076,-0.597,-1.53,-0.506,-0.3,-0.303,-3.237,2.1319999999999997,5.071582667696305,
253,Taylor Clarke,KCA,RIGHT,RP,55.33333333333334,0,51,53,20,20,8,9,44,1,1,1,0,0,3.253,1.121,3,1,0.054,-1.909,-1.926,-0.415,0.228,0.781,-3.241,2.1279999999999997,5.062067503216575,
254,Luis Ortiz,CLE,RIGHT,SP,88.66666666666667,16,16,105,44,43,12,42,96,4,9,0,0,0,4.365,1.658,11,1,0.124,-1.121,-0.783,-0.506,-0.404,-0.427,-3.242,2.127,5.0596887120966425,
255,Ryan Zeferjahn,ANA,RIGHT,RP,57.00000000000001,1,62,69,31,30,12,35,73,6,5,2,0,0,4.737,1.825,7,0,0.123,-0.597,-1.289,-0.324,-0.425,-0.609,-3.244,2.1249999999999996,5.054931129856777,
256,Logan Henderson,MIL,RIGHT,SP,25.333333333333332,5,5,21,5,5,3,8,33,3,0,0,0,0,1.776,1.145,1,0,0.039,-1.384,-2.167,-0.506,0.396,0.336,-3.326,2.0429999999999997,4.859870258022304,
257,Reed Garrett,NYN,RIGHT,RP,55.33333333333333,1,58,64,27,24,5,26,64,3,6,3,0,0,3.904,1.627,3,0,0.054,-1.384,-1.486,-0.233,-0.053,-0.206,-3.362,2.0069999999999997,4.77423377770473,
258,JP Sears,ATH| SDN,RIGHT,SP,135.66666666666666,27,27,210,79,76,30,36,117,9,11,0,0,0,5.042,1.813,4,4,0.029,0.19,-0.322,-0.506,-1.334,-1.397,-3.368,2.001,4.759961030985135,
259,Justin Wilson,BOS,LEFT,RP,48.33333333333335,0,61,61,22,18,3,20,57,4,1,0,0,0,3.352,1.676,6,3,0.124,-1.121,-1.64,-0.506,0.162,-0.264,-3.37,1.9989999999999997,4.755203448745269,
260,Shane Bieber,TOR,RIGHT,SP,40.333333333333336,7,7,47,16,16,8,7,37,4,2,0,0,0,3.570,1.339,0,0,0.0,-1.121,-2.079,-0.506,0.066,0.259,-3.382,1.9869999999999997,4.726657955306078,
261,John Schreiber,KCA,RIGHT,RP,64.00000000000001,0,74,80,29,27,10,19,62,3,3,1,0,0,3.797,1.547,0,0,0.0,-1.384,-1.53,-0.415,-0.008,-0.058,-3.396,1.9729999999999999,4.693354879627022,
262,Tommy Nance,TOR,RIGHT,RP,31.666666666666668,0,30,27,11,7,0,7,32,2,0,0,0,0,1.990,1.074,6,0,0.189,-1.646,-2.189,-0.506,0.442,0.499,-3.401,1.968,4.681460924027359,
263,Walker Buehler,BOS| PHI,RIGHT,SP,126.0,24,26,169,73,69,22,61,92,10,7,0,0,0,4.929,1.825,19,2,0.151,0.453,-0.871,-0.506,-1.127,-1.351,-3.403,1.9659999999999997,4.676703341787493,
264,Andrew Saalfrank,ARI,LEFT,RP,28.999999999999996,0,28,24,5,4,1,10,19,2,1,3,0,0,1.241,1.172,5,0,0.172,-1.646,-2.475,-0.233,0.574,0.356,-3.424,1.9449999999999998,4.626748728268909,
265,Spencer Bivens,SFN,RIGHT,RP,81.00000000000003,0,54,109,42,36,6,25,61,4,3,3,0,0,4.000,1.654,4,3,0.049,-1.121,-1.552,-0.233,-0.138,-0.38,-3.425,1.944,4.624369937148977,
266,Ryan Bergert,KCA| SDN,RIGHT,SP| RP,76.33333333333333,15,19,83,32,31,8,35,73,2,2,0,0,0,3.655,1.546,2,0,0.026,-1.646,-1.289,-0.506,0.075,-0.067,-3.433,1.936,4.605339608189516,
267,Carlos Vargas,SEA,RIGHT,RP,76.99999999999999,0,70,104,39,34,10,23,54,5,5,1,0,0,3.974,1.649,6,2,0.078,-0.859,-1.706,-0.415,-0.116,-0.348,-3.444,1.9249999999999998,4.579172905870257,
268,Jose Butto,NYN| SFN,RIGHT,RP,67.00000000000001,0,55,84,31,29,4,32,58,5,3,1,0,0,3.896,1.731,5,2,0.075,-0.859,-1.618,-0.415,-0.06,-0.496,-3.449,1.92,4.567278950270595,
269,Bubba Chandler,PIT,SWITCH,SP| RP,31.333333333333332,4,7,34,14,14,2,4,31,4,1,1,0,0,4.021,1.213,3,0,0.096,-1.121,-2.211,-0.415,-0.059,0.34,-3.467,1.9019999999999997,4.524460710111807,
270,Kolby Allard,CLE,LEFT,RP,65.0,2,33,83,22,19,5,14,42,2,2,0,0,0,2.631,1.492,5,2,0.077,-1.646,-1.97,-0.506,0.583,0.066,-3.474,1.8949999999999996,4.507809172272278,
271,Brooks Raley,NYN,LEFT,RP,25.666666666666668,0,30,19,7,7,0,6,25,3,1,0,0,0,2.454,0.974,0,0,0.0,-1.384,-2.343,-0.506,0.265,0.494,-3.474,1.8949999999999996,4.507809172272278,
272,Dustin May,BOS| LAN,RIGHT,SP,132.33333333333334,23,25,180,78,73,21,56,123,7,11,0,0,0,4.965,1.783,18,6,0.136,-0.334,-0.19,-0.506,-1.221,-1.223,-3.475,1.8939999999999997,4.505430381152346,
273,Tyler Gilbert,CHA,LEFT,SP| RP,51.00000000000001,5,46,56,24,22,5,24,49,4,2,1,0,0,3.882,1.569,8,2,0.157,-1.121,-1.816,-0.415,-0.04,-0.086,-3.479,1.8899999999999997,4.495915216672616,
274,Luke Jackson,DET| SEA| TEX,RIGHT,RP,50.99999999999999,0,52,49,30,23,4,28,38,2,5,9,0,0,4.059,1.510,6,0,0.118,-1.646,-2.058,0.314,-0.11,0.02,-3.48,1.8889999999999998,4.4935364255526835,
275,Chris Martin,TEX,RIGHT,RP,42.333333333333336,0,49,52,18,14,6,8,43,2,6,2,0,0,2.976,1.417,9,1,0.213,-1.646,-1.948,-0.324,0.266,0.155,-3.498,1.8709999999999996,4.450718185393896,
276,Griffin Jax,MIN| TBA,RIGHT,RP,65.99999999999999,2,73,84,33,31,7,21,99,1,7,0,0,0,4.227,1.591,6,0,0.091,-1.909,-0.718,-0.506,-0.23,-0.163,-3.525,1.8439999999999999,4.386490825155716,
277,Brandon Walter,HOU,LEFT,SP,53.66666666666667,9,9,65,20,20,10,4,52,1,3,0,0,0,3.354,1.286,3,1,0.056,-1.909,-1.75,-0.506,0.179,0.445,-3.542,1.827,4.346051376116862,
278,Taijuan Walker,PHI,SWITCH,SP| RP,123.66666666666667,21,34,174,62,56,21,42,86,5,8,1,0,0,4.075,1.747,13,3,0.105,-0.859,-1.003,-0.415,-0.284,-0.983,-3.544,1.8249999999999997,4.341293793876996,
279,Tyler Ferguson,ATH,RIGHT,RP,58.00000000000001,0,56,55,32,30,4,34,54,4,2,2,0,0,4.655,1.534,6,1,0.103,-1.121,-1.706,-0.324,-0.395,-0.028,-3.575,1.7939999999999996,4.267551269159085,
280,Chase Shugart,PIT,LEFT,RP,45.0,0,35,48,18,17,6,17,31,4,3,0,0,0,3.400,1.444,2,0,0.044,-1.121,-2.211,-0.506,0.134,0.121,-3.584,1.7849999999999997,4.2461421490796925,
281,Kyle Bradish,BAL,RIGHT,SP,32.0,6,6,28,9,9,3,10,47,1,1,0,0,0,2.531,1.188,0,1,0.0,-1.909,-1.86,-0.506,0.312,0.376,-3.587,1.7819999999999996,4.239005775719894,
282,Brock Stewart,LAN| MIN,LEFT,RP,37.66666666666666,0,43,40,11,11,3,13,44,2,2,0,0,0,2.628,1.407,8,1,0.212,-1.646,-1.926,-0.506,0.339,0.151,-3.589,1.7799999999999998,4.23424819348003,
283,Sean Burke,CHA,RIGHT,SP| RP,134.33333333333334,22,28,185,76,63,23,63,133,4,11,0,0,0,4.221,1.846,16,5,0.119,-1.121,0.029,-0.506,-0.461,-1.538,-3.598,1.771,4.2128390734006365,
284,Mark Leiter,NYA,RIGHT,RP,48.33333333333333,0,59,73,31,26,5,17,54,6,7,2,0,0,4.841,1.862,7,1,0.145,-0.597,-1.706,-0.324,-0.4,-0.581,-3.607,1.7619999999999996,4.191429953321243,
285,Michael Kelly,ATH,RIGHT,RP,39.666666666666664,0,42,44,17,14,5,19,29,4,4,2,0,0,3.176,1.588,3,1,0.076,-1.121,-2.255,-0.324,0.187,-0.094,-3.608,1.7609999999999997,4.18905116220131,
286,Erik Miller,SFN,LEFT,RP,30.00000000000001,0,36,29,5,5,0,20,22,4,1,0,0,0,1.500,1.633,1,1,0.033,-1.121,-2.409,-0.506,0.534,-0.119,-3.622,1.7469999999999999,4.155748086522254,
287,Cole Winn,TEX,RIGHT,RP,41.666666666666664,0,33,34,8,7,3,17,35,0,1,0,0,0,1.512,1.224,1,1,0.024,-2.171,-2.123,-0.506,0.737,0.436,-3.628,1.7409999999999997,4.141475339802658,
288,Hoby Milner,TEX,LEFT,RP,70.33333333333333,0,73,89,35,30,5,21,58,3,4,0,0,0,3.839,1.564,0,1,0.0,-1.384,-1.618,-0.506,-0.032,-0.106,-3.647,1.722,4.09627830852394,
289,Steven Wilson,CHA,RIGHT,RP,55.33333333333333,0,59,64,21,21,7,22,51,2,2,2,0,0,3.416,1.554,8,0,0.145,-1.646,-1.772,-0.324,0.158,-0.065,-3.649,1.7199999999999998,4.091520726284074,
290,Grant Taylor,CHA,RIGHT,RP,36.66666666666667,2,36,42,20,20,0,15,54,2,4,6,0,0,4.909,1.554,6,0,0.164,-1.646,-1.706,0.041,-0.323,-0.043,-3.678,1.6909999999999998,4.0225357838060285,
291,Jack Perkins,ATH,RIGHT,SP| RP,38.66666666666667,4,12,37,18,18,4,18,37,3,2,3,0,0,4.190,1.422,2,0,0.052,-1.384,-2.079,-0.233,-0.123,0.134,-3.685,1.6839999999999997,4.0058842459665,
292,Nic Enright,CLE,RIGHT,RP,31.000000000000004,0,27,30,8,7,3,12,30,2,1,1,0,0,2.032,1.355,3,0,0.097,-1.646,-2.233,-0.415,0.423,0.181,-3.691,1.678,3.991611499246905,
293,David Morgan,SDN,RIGHT,RP,47.333333333333336,2,41,46,14,14,4,23,50,1,2,0,0,0,2.662,1.458,4,2,0.085,-1.909,-1.794,-0.506,0.413,0.105,-3.691,1.678,3.991611499246905,
294,Angel Zerpa,KCA,LEFT,RP,64.66666666666667,2,69,91,30,30,7,22,58,5,2,0,0,0,4.175,1.747,3,0,0.046,-0.859,-1.618,-0.506,-0.199,-0.516,-3.698,1.6709999999999998,3.9749599614073765,
295,Juan Mejia,COL,RIGHT,RP,61.33333333333333,0,55,73,34,27,6,25,68,2,2,1,0,0,3.962,1.598,2,1,0.033,-1.646,-1.399,-0.415,-0.087,-0.166,-3.713,1.6559999999999997,3.939278094608387,
296,Parker Messick,CLE,LEFT,SP,39.66666666666667,7,7,57,12,12,4,6,38,3,1,0,0,0,2.723,1.588,0,0,0.0,-1.384,-2.058,-0.506,0.327,-0.094,-3.714,1.6549999999999998,3.9368993034884547,
297,Logan Evans,SEA,RIGHT,SP,81.33333333333333,15,16,112,45,39,13,31,59,6,5,0,0,0,4.316,1.758,4,2,0.049,-0.597,-1.596,-0.506,-0.339,-0.679,-3.718,1.6509999999999998,3.927384139008724,
298,Keider Montero,DET,RIGHT,SP| RP,90.66666666666666,12,20,125,46,44,16,31,72,5,3,0,0,0,4.368,1.721,2,2,0.022,-0.859,-1.311,-0.506,-0.415,-0.637,-3.728,1.6409999999999996,3.903596227809398,
299,Chris Murphy,BOS,LEFT,RP,34.66666666666666,0,23,27,12,12,4,20,30,3,0,0,0,0,3.115,1.356,2,0,0.058,-1.384,-2.233,-0.506,0.18,0.202,-3.742,1.6269999999999998,3.870293152130342,
300,Aaron Bummer,ATL,LEFT,RP,54.333333333333336,2,42,68,27,23,3,17,51,3,2,0,0,0,3.810,1.564,11,1,0.202,-1.384,-1.772,-0.506,-0.012,-0.083,-3.758,1.6109999999999998,3.83223249421142,
301,Brenan Hanifee,DET,RIGHT,RP,60.00000000000001,0,54,84,31,20,3,14,40,3,3,0,0,0,3.000,1.633,5,1,0.083,-1.384,-2.014,-0.506,0.365,-0.237,-3.776,1.593,3.789414254052634,
302,Bryce Elder,ATL,RIGHT,SP,156.33333333333337,28,28,225,95,92,24,51,131,8,11,0,0,0,5.296,1.766,17,3,0.109,-0.072,-0.015,-0.506,-1.847,-1.346,-3.786,1.5829999999999997,3.765626342853307,
303,Ryan Yarbrough,NYA,RIGHT,SP| RP,64.0,8,19,79,31,31,13,19,55,3,1,1,0,0,4.359,1.531,7,3,0.109,-1.384,-1.684,-0.415,-0.289,-0.023,-3.795,1.5739999999999998,3.744217222773914,
304,Steven Cruz,KCA,RIGHT,RP,45.66666666666667,0,47,48,20,19,5,18,38,3,1,0,0,0,3.744,1.445,0,0,0.0,-1.384,-2.058,-0.506,0.013,0.122,-3.813,1.5559999999999996,3.701398982615127,
305,Ronel Blanco,HOU,RIGHT,SP,48.333333333333336,9,9,53,22,22,7,20,48,3,4,0,0,0,4.097,1.510,5,1,0.103,-1.384,-1.838,-0.506,-0.119,0.018,-3.829,1.5399999999999996,3.663338324696205,
306,Chase Lee,DET,RIGHT,RP,37.333333333333336,0,32,48,17,17,7,9,36,4,1,0,0,0,4.098,1.527,2,0,0.054,-1.121,-2.101,-0.506,-0.092,-0.008,-3.829,1.5399999999999996,3.663338324696205,
307,Kody Funderburk,MIN,LEFT,RP,40.99999999999999,0,39,55,17,16,2,18,40,4,1,1,0,0,3.512,1.780,3,0,0.073,-1.121,-2.014,-0.415,0.086,-0.375,-3.839,1.5299999999999998,3.6395504134968797,
308,Luis Gil,NYA,RIGHT,SP,56.99999999999999,11,11,66,23,21,5,33,41,4,1,0,0,0,3.316,1.737,2,1,0.035,-1.121,-1.992,-0.506,0.207,-0.433,-3.846,1.5229999999999997,3.622898875657351,
309,Yu Darvish,SDN,RIGHT,SP,72.0,15,15,96,44,43,14,19,68,5,5,0,0,0,5.375,1.597,10,3,0.139,-0.859,-1.399,-0.506,-0.895,-0.193,-3.852,1.517,3.608626128937756,
310,Tommy Kahnle,DET,RIGHT,RP,63.0,0,66,69,32,31,8,31,50,1,5,9,0,0,4.429,1.587,0,0,0.0,-1.909,-1.794,0.314,-0.318,-0.147,-3.854,1.5149999999999997,3.6038685466978904,
311,Yuki Matsui,SDN,LEFT,RP,63.333333333333336,0,61,75,29,28,10,33,61,3,1,1,0,0,3.979,1.705,5,1,0.079,-1.384,-1.552,-0.415,-0.098,-0.411,-3.86,1.509,3.5895957999782953,
312,Tyler Alexander,CHA| MIL,RIGHT,SP| RP,97.66666666666663,5,52,136,62,54,9,30,82,5,14,1,0,0,4.976,1.700,6,2,0.061,-0.859,-1.091,-0.415,-0.91,-0.615,-3.89,1.4789999999999996,3.5182320663803166,
313,John Curtiss,ARI,RIGHT,RP,36.66666666666666,0,30,42,18,16,5,5,24,3,2,1,0,0,3.927,1.282,0,0,0.0,-1.384,-2.365,-0.415,-0.042,0.309,-3.897,1.472,3.501580528540789,
314,Aaron Civale,CHA| CHN| MIL,RIGHT,SP| RP,102.0,18,23,138,59,55,16,33,88,4,9,1,0,0,4.853,1.677,1,2,0.01,-1.121,-0.959,-0.415,-0.853,-0.559,-3.907,1.4619999999999997,3.4777926173414624,
315,Hunter Dobbins,BOS,RIGHT,SP,61.0,11,13,82,30,28,6,17,45,4,1,0,0,0,4.131,1.623,1,1,0.016,-1.121,-1.904,-0.506,-0.167,-0.219,-3.917,1.452,3.454004706142137,
316,Dietrich Enns,BAL| DET,LEFT,SP| RP,46.333333333333336,3,24,64,25,21,6,15,49,3,3,2,0,0,4.079,1.705,5,2,0.108,-1.384,-1.816,-0.324,-0.108,-0.3,-3.932,1.4369999999999998,3.4183228393431477,
317,Javier Assad,CHN,RIGHT,SP,37.0,7,8,43,15,15,3,12,23,4,1,0,0,0,3.649,1.486,4,0,0.108,-1.121,-2.387,-0.506,0.038,0.045,-3.932,1.4369999999999998,3.4183228393431477,
318,Max Kranick,NYN,RIGHT,RP,36.99999999999999,0,24,44,15,15,5,5,25,3,2,0,0,0,3.649,1.324,1,1,0.027,-1.384,-2.343,-0.506,0.038,0.256,-3.939,1.4299999999999997,3.4016713015036193,
319,Taylor Rogers,CHN| CIN,LEFT,RP,50.666666666666664,0,57,68,25,19,7,23,53,3,2,0,0,0,3.375,1.796,5,1,0.099,-1.384,-1.728,-0.506,0.16,-0.491,-3.949,1.42,3.3778833903042935,
320,Eduardo Rodriguez,ARI,LEFT,SP,154.33333333333331,29,29,243,94,86,25,60,143,9,9,0,0,0,5.015,1.963,8,2,0.052,0.19,0.249,-0.506,-1.485,-2.404,-3.956,1.4129999999999998,3.361231852464765,
321,Joel Peguero,SFN,RIGHT,RP,22.333333333333332,0,17,20,7,6,2,8,17,3,1,0,0,0,2.418,1.254,2,0,0.09,-1.384,-2.519,-0.506,0.237,0.21,-3.962,1.4069999999999996,3.346959105745169,
322,Johan Oviedo,PIT,RIGHT,SP,40.333333333333336,9,9,36,17,16,6,23,42,2,1,0,0,0,3.570,1.463,4,2,0.099,-1.646,-1.97,-0.506,0.066,0.083,-3.973,1.396,3.3207924034259113,
323,Daysbel Hernandez,ATL,RIGHT,RP,37.0,0,39,35,16,14,3,30,33,4,3,0,0,0,3.405,1.757,4,1,0.108,-1.121,-2.167,-0.506,0.108,-0.307,-3.994,1.3749999999999996,3.2708377899073255,
324,Martin Perez,CHA,LEFT,SP,55.99999999999999,10,11,57,23,22,6,22,44,1,6,0,0,0,3.536,1.411,4,1,0.071,-1.909,-1.926,-0.506,0.107,0.218,-4.016,1.3529999999999998,3.218504385268809,
325,Manuel Rodriguez,TBA,RIGHT,RP,30.333333333333332,0,31,31,9,7,2,6,25,1,2,0,0,0,2.077,1.220,6,0,0.198,-1.909,-2.343,-0.506,0.403,0.322,-4.033,1.3359999999999994,3.178064936229954,
326,Justin Slaten,BOS,RIGHT,RP,33.99999999999999,0,36,33,19,16,3,10,25,2,4,3,0,0,4.235,1.265,2,0,0.059,-1.646,-2.343,-0.233,-0.12,0.307,-4.036,1.3330000000000002,3.170928562870158,
327,Jorge Lopez,WAS,RIGHT,RP,24.666666666666668,0,26,30,18,18,1,7,17,6,0,1,0,0,6.568,1.500,4,0,0.162,-0.597,-2.519,-0.415,-0.536,0.018,-4.049,1.3199999999999994,3.1400042783110322,
328,Ryan Thompson,ARI,RIGHT,RP,41.33333333333333,0,48,53,21,18,4,13,36,3,2,1,0,0,3.919,1.597,10,2,0.242,-1.384,-2.101,-0.415,-0.045,-0.11,-4.056,1.3129999999999997,3.1233527404715047,
329,Erik Sabrowski,CLE,RIGHT,RP,29.33333333333333,0,33,20,8,6,2,21,42,0,1,0,0,0,1.841,1.398,5,2,0.17,-2.171,-1.97,-0.506,0.444,0.127,-4.076,1.2930000000000001,3.075776918072854,
330,Bailey Ober,MIN,RIGHT,SP,146.33333333333334,27,27,226,84,83,30,31,120,6,9,0,0,0,5.105,1.756,4,4,0.027,-0.597,-0.256,-0.506,-1.51,-1.213,-4.082,1.287,3.0615041713532576,
331,Miles Mikolas,SLN,RIGHT,SP,156.33333333333337,31,31,244,87,84,29,37,100,8,11,0,0,0,4.836,1.797,12,4,0.077,-0.072,-0.696,-0.506,-1.286,-1.522,-4.082,1.287,3.0615041713532576,
332,Cole Sulser,TBA,RIGHT,RP,22.666666666666668,0,18,23,5,5,1,7,22,2,1,0,0,0,1.985,1.323,3,0,0.132,-1.646,-2.409,-0.506,0.317,0.158,-4.087,1.282,3.049610215753595,
333,Eric Orze,TBA,RIGHT,RP,41.666666666666664,0,33,50,16,14,4,19,40,1,1,3,0,0,3.024,1.656,7,2,0.168,-1.909,-2.014,-0.233,0.246,-0.198,-4.107,1.2619999999999996,3.0020343933549416,
334,Gregory Soto,BAL| NYN,LEFT,RP,60.333333333333336,0,70,75,33,28,4,24,70,1,5,1,0,0,4.177,1.641,12,0,0.199,-1.909,-1.355,-0.415,-0.186,-0.255,-4.119,1.25,2.9734888999157514,
335,Max Scherzer,TOR,RIGHT,SP,85.0,17,17,127,49,49,19,23,82,5,5,0,0,0,5.188,1.765,7,3,0.082,-0.859,-1.091,-0.506,-0.933,-0.73,-4.119,1.25,2.9734888999157514,
336,J. T. Ginn,ATH,RIGHT,SP| RP,90.33333333333333,16,23,131,52,51,17,31,99,4,7,0,0,0,5.081,1.793,10,0,0.111,-1.121,-0.718,-0.506,-0.916,-0.867,-4.128,1.2409999999999997,2.952079779836357,
337,Justin Lawrence,PIT,RIGHT,RP,17.666666666666668,0,17,13,1,1,0,8,23,1,0,0,0,0,0.509,1.189,1,2,0.057,-1.909,-2.387,-0.506,0.451,0.207,-4.145,1.2240000000000002,2.9116403307975043,
338,Andrew Chafin,ANA| WAS,RIGHT,RP,33.66666666666667,0,42,32,11,9,2,19,36,1,1,0,0,0,2.406,1.515,3,4,0.089,-1.909,-2.101,-0.506,0.361,0.007,-4.148,1.221,2.9045039574377065,
339,Tim Herrin,CLE,LEFT,RP,42.66666666666666,0,54,50,23,23,5,30,45,5,4,0,0,0,4.852,1.875,6,1,0.141,-0.859,-1.904,-0.506,-0.356,-0.532,-4.157,1.2119999999999997,2.8830948373583123,
340,Lou Trivino,LAN| PHI| SFN,RIGHT,RP,47.66666666666668,2,47,58,23,21,6,18,37,3,2,0,0,0,3.965,1.594,3,0,0.063,-1.384,-2.079,-0.506,-0.068,-0.123,-4.161,1.2080000000000002,2.873579672878583,
341,Elvis Alvarado,ATH,RIGHT,RP,42.33333333333334,0,37,47,17,15,6,22,50,1,1,0,0,0,3.189,1.630,3,2,0.071,-1.909,-1.794,-0.506,0.195,-0.162,-4.176,1.1929999999999996,2.8378978060795923,
342,Ben Lively,CLE,RIGHT,SP,44.666666666666664,9,9,52,16,16,6,15,29,2,2,0,0,0,3.224,1.500,7,2,0.157,-1.646,-2.255,-0.506,0.194,0.033,-4.181,1.1879999999999997,2.8260038504799296,
343,AJ Smith-Shawver,ATL,RIGHT,SP,44.33333333333333,9,9,55,20,19,4,21,42,3,2,0,0,0,3.857,1.714,7,1,0.158,-1.384,-1.97,-0.506,-0.026,-0.302,-4.188,1.181,2.809352312640402,
344,Connelly Early,BOS,LEFT,SP,19.333333333333332,4,4,18,6,5,0,4,29,1,2,0,0,0,2.328,1.138,1,1,0.052,-1.909,-2.255,-0.506,0.219,0.261,-4.19,1.1789999999999994,2.8045947304005354,
345,Luis Garcia,ANA| LAN| WAS,RIGHT,RP,55.33333333333333,0,58,74,23,21,2,26,48,2,2,2,0,0,3.416,1.807,4,1,0.072,-1.646,-1.838,-0.324,0.158,-0.558,-4.208,1.1609999999999996,2.761776490241749,
346,Kirby Yates,LAN,LEFT,RP,41.33333333333333,0,50,64,26,24,9,17,52,4,3,3,0,0,5.226,1.960,8,1,0.194,-1.121,-1.75,-0.233,-0.466,-0.639,-4.209,1.1600000000000001,2.7593976991218176,
347,Ian Hamilton,NYA,RIGHT,RP,40.0,1,36,38,20,19,5,22,42,2,1,0,0,0,4.275,1.500,0,0,0.0,-1.646,-1.97,-0.506,-0.154,0.03,-4.247,1.1219999999999999,2.6690036365643786,
348,Jose Suarez,ATL,LEFT,RP,19.333333333333336,1,7,18,5,4,1,10,16,2,0,1,0,0,1.862,1.448,2,0,0.103,-1.646,-2.541,-0.415,0.289,0.05,-4.264,1.1049999999999995,2.6285641875255235,
349,Dylan Dodd,ATL,LEFT,RP,35.0,0,28,39,14,14,5,5,30,1,0,0,0,0,3.600,1.257,1,2,0.029,-1.909,-2.233,-0.506,0.049,0.325,-4.274,1.0949999999999998,2.6047762763261977,
