TRank,H-Unnamed: 0,H-Name,H-Team,H-GP,H-BO,H-L/R,H-PA,H-AB,H-H,H-R,H-HR,H-RBI,H-BB,H-SB,H-CS,H-AVG,H-POS,H-R-Z,H-HR-Z,H-RBI-Z,H-SB-Z,H-AVG-Z,H-SUM-Z,H-SUM-Z-A,H-Adj-Val,H-ACV,H-Unnamed: 26,P-Unnamed: 0,P-Name,P-Team,P-L/R,P-POS,P-IP,P-GS,P-GP,P-HA,P-R,P-ER,P-HR,P-BB,P-K,P-W,P-L,P-S,P-HD,P-BS,P-ERA,P-WHIP,P-SB,P-CS,P-SBP,P-W-Z,P-K-Z,P-S-Z,P-ERA-Z,P-WHIP-Z,P-Z-SUM,P-Z-SUM-A,P-ACV,P-Unnamed: 32,ACV
991,408,Trevor Story,BOS| COL,26,3,RIGHT,106,94,24,8,2,10,11,6,3,0.255,SS,-3.537,-2.028,-2.982,-0.488,-0.016,-9.05,-2.9700000000000006,6.08,-7.8999301773848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.8999301773848
992,310,Austin Martin,MIN,79,9,RIGHT,257,233,59,35,1,16,20,6,3,0.253,LF| CF,-2.049,-2.14,-2.681,-0.488,-0.076,-7.434,-3.0460000000000003,4.388,-8.10208327283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.10208327283303
993,311,Derek Hill,CHA| MIA| DET| WAS| SFN| TEX,49,7,RIGHT,172,162,39,17,7,25,5,6,2,0.241,CF,-3.041,-1.469,-2.229,-0.488,-0.208,-7.436,-3.048,4.388,-8.107403091134298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.107403091134298
994,317,Jack Suwinski,PIT,83,8,LEFT,277,247,45,29,9,26,27,8,1,0.182,LF| CF,-2.38,-1.246,-2.179,-0.317,-1.43,-7.552,-3.164,4.388,-8.415952552607912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.415952552607912
995,309,Ildemaro Vargas,ARI| CHN| MIN| PIT| WAS,91,7,SWITCH,303,272,67,21,1,30,19,9,4,0.246,2B| 3B,-2.821,-2.14,-1.978,-0.232,-0.233,-7.404,-3.1790000000000003,4.225,-8.455851189867433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.455851189867433
996,319,Austin Hays,CIN| BAL| PHI,78,6,RIGHT,255,235,60,26,5,20,9,2,2,0.255,LF,-2.545,-1.693,-2.48,-0.829,-0.039,-7.586,-3.1980000000000004,4.388,-8.50638946372949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.50638946372949
997,473,Austin Hedges,CLE| SDN| PIT| TEX,51,9,RIGHT,146,132,20,12,2,15,6,2,0,0.152,CC,-3.317,-2.028,-2.731,-0.829,-1.076,-9.981,-3.199,6.782,-8.509049372880124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.509049372880124
998,312,Edouard Julien,MIN,91,1,LEFT,301,266,53,36,8,21,33,6,0,0.199,2B,-1.994,-1.357,-2.43,-0.488,-1.191,-7.461,-3.2360000000000007,4.225,-8.607466011453607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.607466011453607
999,321,Tommy Edman,LAN| SLN,37,6,SWITCH,153,139,33,20,6,20,11,6,0,0.237,CF,-2.876,-1.581,-2.48,-0.488,-0.214,-7.639,-3.2510000000000003,4.388,-8.647364648713125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.647364648713125
1000,484,Curt Casali,CIN| SFN| SEA,38,9,RIGHT,125,108,21,12,1,8,13,0,0,0.194,CC,-3.317,-2.14,-3.082,-1.0,-0.524,-10.062,-3.28,6.782,-8.724502014081526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.724502014081526
1001,289,Anthony Rizzo,CHN| NYA,92,6,LEFT,375,337,77,38,8,35,27,0,0,0.228,1B,-1.884,-1.357,-1.728,-1.0,-0.751,-6.72,-3.29,3.43,-8.751101105587873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.751101105587873
1002,491,Tucker Barnhart,TEX| CIN| DET| CHN| ARI,31,8,LEFT,96,81,14,13,0,6,13,1,0,0.173,CC,-3.262,-2.251,-3.183,-0.915,-0.527,-10.138,-3.356,6.782,-8.926655109529758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.926655109529758
1003,329,Nolan Jones,CLE| COL,76,7,LEFT,297,256,58,27,3,28,36,4,4,0.227,LF,-2.49,-1.916,-2.079,-0.659,-0.609,-7.752,-3.364,4.388,-8.947934382734836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.947934382734836
1004,330,Mike Trout,ANA,29,3,RIGHT,126,109,24,17,10,14,16,6,1,0.22,CF,-3.041,-1.134,-2.781,-0.488,-0.313,-7.757,-3.369,4.388,-8.961233928488008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.961233928488008
1005,331,Alex Call,LAN| WAS| CLE,29,1,RIGHT,113,99,34,15,3,14,12,5,1,0.343,RF,-3.151,-1.916,-2.781,-0.573,0.655,-7.768,-3.38,4.388,-8.990492929144988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.990492929144988
1006,497,Alex Jackson,BAL| ATL| MIA| MIL| TBA,53,9,RIGHT,155,139,17,17,3,12,12,1,0,0.122,CC,-3.041,-1.916,-2.882,-0.915,-1.445,-10.199,-3.417,6.782,-9.088909567718469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.088909567718469
1007,333,Dairon Blanco,KCA,45,9,RIGHT,132,120,31,17,4,13,8,10,3,0.258,LF,-3.041,-1.804,-2.831,-0.146,0.008,-7.816,-3.428,4.388,-9.11816856837545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.11816856837545
1008,334,Trent Grisham,NYA| SDN,67,9,LEFT,209,179,34,20,9,31,22,1,1,0.19,CF,-2.876,-1.246,-1.928,-0.915,-0.93,-7.894,-3.506,4.388,-9.32564148212495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.32564148212495
1009,508,Luke Maile,KCA| MIL| CLE| CIN,53,9,RIGHT,154,135,24,8,2,8,13,2,0,0.178,CC,-3.537,-2.028,-3.082,-0.829,-0.827,-10.304,-3.522,6.782,-9.368200028535105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.368200028535105
1010,297,Dominic Smith,SFN| NYN| WAS| BOS| CIN,92,6,LEFT,307,275,64,33,6,34,28,1,1,0.233,1B,-2.16,-1.581,-1.778,-0.915,-0.523,-6.956,-3.526,3.43,-9.378839665137644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.378839665137644
1011,323,Josh Jung,TEX,46,6,RIGHT,188,178,47,19,7,16,8,4,0,0.264,3B,-2.931,-1.469,-2.681,-0.659,0.09,-7.65,-3.5440000000000005,4.106,-9.426718029849066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.426718029849066
1012,324,Emmanuel Rivera,BAL| KCA| ARI| MIA,96,8,RIGHT,302,265,63,23,5,29,26,2,0,0.238,3B,-2.711,-1.693,-2.029,-0.829,-0.402,-7.663,-3.5570000000000004,4.106,-9.461296848807317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.461296848807317
1013,338,Kevin Kiermaier,TBA| TOR| LAN,89,9,LEFT,281,259,51,28,5,26,12,6,2,0.197,CF,-2.435,-1.693,-2.179,-0.488,-1.206,-8.001,-3.613,4.388,-9.610251761242854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.610251761242854
1014,341,Michael Taylor,CHA| WAS| KCA| MIN| PIT,89,9,RIGHT,300,269,52,32,5,21,23,7,1,0.193,CF,-2.215,-1.693,-2.43,-0.403,-1.327,-8.067,-3.679,4.388,-9.78580576518474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.78580576518474
1015,532,Yan Gomes,WAS| OAK| CHN,30,9,RIGHT,96,91,14,7,2,7,2,0,0,0.154,CC,-3.592,-2.028,-3.132,-1.0,-0.725,-10.478,-3.696,6.782,-9.831024220745526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.831024220745526
1016,537,Andrew Knizner,SFN| SLN| TEX,32,8,RIGHT,93,90,15,5,1,9,1,0,0,0.167,CC,-3.702,-2.14,-3.032,-1.0,-0.629,-10.503,-3.721,6.782,-9.897521949511392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.897521949511392
1017,337,Enmanuel Valdez,PIT| BOS,72,7,LEFT,223,201,43,23,6,28,17,1,1,0.214,2B,-2.711,-1.581,-2.079,-0.915,-0.673,-7.958,-3.733000000000001,4.225,-9.929440859319008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.929440859319008
1018,542,Dillon Dingler,DET,24,9,RIGHT,87,84,14,2,1,11,3,0,0,0.167,CC,-3.868,-2.14,-2.932,-1.0,-0.587,-10.526,-3.744,6.782,-9.958699859975988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.958699859975988
1019,458,Leo Rivas,SEA,29,9,SWITCH,86,73,17,8,0,8,10,2,0,0.233,SS,-3.537,-2.251,-3.082,-0.829,-0.138,-9.838,-3.757999999999999,6.08,-9.99593858808487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.99593858808487
1020,344,Edward Olivares,KCA| SDN| PIT,55,5,RIGHT,196,174,39,22,5,23,16,1,0,0.224,RF,-2.766,-1.693,-2.33,-0.915,-0.446,-8.149,-3.7609999999999992,4.388,-10.003918315536774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.003918315536774
1021,345,Adam Duvall,ATL| MIA| BOS,100,6,RIGHT,330,303,55,29,11,30,21,0,0,0.182,LF| RF,-2.38,-1.022,-1.978,-1.0,-1.77,-8.151,-3.763,4.388,-10.009238133838046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.009238133838046
1022,347,Dane Myers,MIA,41,6,RIGHT,108,95,25,16,3,19,8,4,1,0.263,RF,-3.096,-1.916,-2.53,-0.659,0.042,-8.16,-3.772,4.388,-10.033177316193758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.033177316193758
1023,466,Tim Anderson,ANA| CHA| MIA,64,6,RIGHT,241,234,50,15,0,9,7,4,4,0.214,SS,-3.151,-2.251,-3.032,-0.659,-0.788,-9.882,-3.802,6.08,-10.112974590712794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.112974590712794
1024,351,Adam Frazier,KCA| PIT| SDN| SEA| BAL,101,7,LEFT,294,262,53,33,4,22,22,3,0,0.202,2B| RF,-2.16,-1.804,-2.38,-0.744,-1.112,-8.2,-3.812,4.388,-10.13957368221914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.13957368221914
1025,340,Kyle Farmer,COL| CIN| MIN,95,8,RIGHT,242,215,46,24,5,25,19,3,5,0.214,2B| 3B,-2.656,-1.693,-2.229,-0.744,-0.72,-8.041,-3.8160000000000007,4.225,-10.150213318821685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.150213318821685
1026,352,Joey Loperfido,TOR| HOU,76,8,LEFT,262,243,52,23,4,25,13,4,1,0.214,LF| CF,-2.711,-1.804,-2.229,-0.659,-0.813,-8.216,-3.828,4.388,-10.182132228629294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.182132228629294
1027,354,Chris Taylor,ANA| LAN,80,9,RIGHT,246,213,43,25,4,23,28,5,1,0.202,2B| LF| 3B,-2.6,-1.804,-2.33,-0.573,-0.911,-8.219,-3.831,4.388,-10.190111956081198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.190111956081198
1028,353,Addison Barger,TOR,67,7,LEFT,225,208,41,20,7,28,14,2,0,0.197,RF| 3B,-2.876,-1.469,-2.079,-0.829,-0.966,-8.219,-3.831,4.388,-10.190111956081198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.190111956081198
1029,553,Martin Maldonado,SDN| HOU| CHA,48,9,RIGHT,147,135,16,9,4,11,8,0,0,0.119,CC,-3.482,-1.804,-2.932,-1.0,-1.443,-10.661,-3.879,6.782,-10.31778759531166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.31778759531166
1030,556,Ali Sanchez,BOS| TOR| NYN| SLN| MIA,30,9,RIGHT,96,84,14,4,0,4,4,2,1,0.167,CC,-3.758,-2.251,-3.283,-0.829,-0.587,-10.708,-3.926,6.782,-10.442803325391488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.442803325391488
1031,476,Jacob Wilson,ATH| OAK,27,9,RIGHT,103,92,23,11,0,3,8,0,0,0.25,SS,-3.372,-2.251,-3.333,-1.0,-0.053,-10.009,-3.929,6.08,-10.450783052843391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.450783052843391
1032,348,Jackson Holliday,BAL,60,9,LEFT,208,190,36,27,5,23,15,4,0,0.189,2B,-2.49,-1.693,-2.33,-0.659,-0.994,-8.165,-3.94,4.225,-10.480042053500371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.480042053500371
1033,481,Nasim Nunez,WAS,32,9,SWITCH,78,61,15,6,0,1,12,4,2,0.246,SS,-3.647,-2.251,-3.433,-0.659,-0.054,-10.045,-3.965,6.08,-10.546539782266237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.546539782266237
1034,561,Omar Narvaez,CHA| MIL| NYN,23,9,LEFT,69,65,10,4,0,5,3,0,0,0.154,CC,-3.758,-2.251,-3.233,-1.0,-0.518,-10.76,-3.978,6.782,-10.581118601224489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.581118601224489
1035,343,Noelvi Marte,CIN,65,9,RIGHT,242,229,48,24,4,18,9,9,3,0.21,3B,-2.656,-1.804,-2.581,-0.232,-0.843,-8.115,-4.009,4.106,-10.663575784894162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.663575784894162
1036,566,Henry Davis,PIT,34,9,RIGHT,122,104,15,8,1,5,13,0,0,0.144,CC,-3.537,-2.14,-3.233,-1.0,-0.906,-10.815,-4.033,6.782,-10.72741360450939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.72741360450939
1037,567,Brian Serven,COL| TOR,23,9,RIGHT,71,63,10,4,0,3,5,0,0,0.159,CC,-3.758,-2.251,-3.333,-1.0,-0.478,-10.821,-4.039,6.782,-10.743373059413198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.743373059413198
1038,350,Ezequiel Duran,TEX,87,8,RIGHT,285,268,66,24,3,20,14,1,1,0.246,3B,-2.656,-1.916,-2.48,-0.915,-0.231,-8.197,-4.090999999999999,4.106,-10.881688335246196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.881688335246196
1039,355,Jose Tena,WAS| CLE,44,5,LEFT,168,161,43,14,3,15,7,6,1,0.267,3B,-3.207,-1.916,-2.731,-0.488,0.119,-8.223,-4.117000000000001,4.106,-10.9508459731627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.9508459731627
1040,368,Justyn-Henry Malloy,DET,69,7,RIGHT,230,202,41,18,8,21,23,1,1,0.203,DH| LF,-2.986,-1.357,-2.43,-0.915,-0.847,-8.535,-4.147,4.388,-11.030643247681738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.030643247681738
1041,357,Junior Caminero,TBA,43,3,RIGHT,177,165,41,15,6,18,11,2,0,0.248,3B,-3.151,-1.581,-2.581,-0.829,-0.114,-8.256,-4.15,4.106,-11.038622975133642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.038622975133642
1042,369,Dominic Canzone,SEA| ARI,62,7,LEFT,188,168,33,20,8,17,18,1,0,0.196,LF| RF,-2.876,-1.357,-2.631,-0.915,-0.789,-8.567,-4.179,4.388,-11.115760340502044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.115760340502044
1043,370,Daz Cameron,MIL| DET| OAK,58,6,RIGHT,186,170,34,21,5,15,13,5,0,0.2,RF| LF,-2.821,-1.693,-2.731,-0.573,-0.751,-8.569,-4.181000000000001,4.388,-11.121080158803316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.121080158803316
1044,320,Joey Meneses,WAS,76,4,RIGHT,313,281,65,19,3,42,21,2,0,0.231,1B| DH,-2.931,-1.916,-1.376,-0.829,-0.565,-7.618,-4.188000000000001,3.43,-11.139699522857756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.139699522857756
1045,372,Dylan Crews,WAS,31,1,RIGHT,132,119,26,12,3,8,11,12,3,0.218,RF,-3.317,-1.916,-3.082,0.024,-0.357,-8.648,-4.26,4.388,-11.331212981703448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.331212981703448
1046,516,Ryan Kreidler,DET,26,9,RIGHT,65,59,7,8,1,2,6,4,2,0.119,SS,-3.537,-2.14,-3.383,-0.659,-0.63,-10.349,-4.269,6.08,-11.35515216405916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.35515216405916
1047,367,Cavan Biggio,KCA| TOR| ATL| LAN,69,9,LEFT,224,188,37,25,5,19,24,2,0,0.197,2B,-2.6,-1.693,-2.53,-0.829,-0.877,-8.53,-4.305,4.225,-11.450908893482003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.450908893482003
1048,376,Luis Matos,SFN,44,1,RIGHT,156,150,32,13,5,25,5,0,0,0.213,RF,-3.262,-1.693,-2.229,-1.0,-0.509,-8.693,-4.305,4.388,-11.450908893482003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.450908893482003
1049,379,Weston Wilson,PHI,39,8,RIGHT,98,88,25,13,3,10,8,3,0,0.284,LF,-3.262,-1.916,-2.982,-0.744,0.18,-8.723,-4.335000000000001,4.388,-11.530706168001046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.530706168001046
1050,332,Tyler Soderstrom,ATH| OAK,60,5,LEFT,213,189,44,18,9,26,20,0,0,0.233,1B,-2.986,-1.246,-2.179,-1.0,-0.359,-7.769,-4.339,3.43,-11.541345804603584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.541345804603584
1051,380,Alex Kirilloff,MIN,57,3,LEFT,178,159,32,20,5,20,15,0,0,0.201,LF,-2.876,-1.693,-2.48,-1.0,-0.687,-8.736,-4.348000000000001,4.388,-11.565284986959297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.565284986959297
1052,381,Evan Carter,TEX,45,3,LEFT,162,144,27,23,5,15,15,2,0,0.188,LF,-2.711,-1.693,-2.731,-0.829,-0.775,-8.739,-4.351000000000001,4.388,-11.5732647144112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.5732647144112
1053,296,Harold Ramirez,MIA| CLE| TBA| WAS,73,3,RIGHT,246,238,62,28,2,29,5,6,2,0.261,DH,-2.435,-2.028,-2.029,-0.488,0.056,-6.924,-4.3515,2.5725,-11.574594668986514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.574594668986514
1054,383,Austin Slater,CHA| NYA| SFN| BAL| CIN,78,1,RIGHT,212,177,37,22,2,18,26,3,2,0.209,LF| RF,-2.766,-2.028,-2.581,-0.744,-0.659,-8.777,-4.388999999999999,4.388,-11.67434126213531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.67434126213531
1055,388,Jordan Walker,SLN,50,7,RIGHT,178,164,33,16,5,20,10,1,0,0.201,RF,-3.096,-1.693,-2.48,-0.915,-0.71,-8.893,-4.505000000000001,4.388,-11.98289072360893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.98289072360893
1056,391,Dylan Carlson,BAL| SLN| TBA,86,7,SWITCH,265,235,49,17,3,25,22,2,1,0.209,LF| RF| CF,-3.041,-1.916,-2.229,-0.829,-0.885,-8.901,-4.513,4.388,-12.004169996814005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.004169996814005
1057,578,Chuckie Robinson,LAN| CIN| CHA,25,9,RIGHT,76,70,9,2,0,0,5,0,0,0.129,CC,-3.868,-2.251,-3.484,-1.0,-0.694,-11.297,-4.515000000000001,6.782,-12.009489815115275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.009489815115275
1058,371,Tyler Nevin,BAL| DET| OAK,86,5,RIGHT,278,245,50,22,7,20,25,1,0,0.204,3B| 1B,-2.766,-1.469,-2.48,-0.915,-1.006,-8.636,-4.529999999999999,4.106,-12.049388452374792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.049388452374792
1059,377,Nick Senzel,CIN| CHA| WAS,74,7,RIGHT,267,236,46,25,7,18,28,1,3,0.195,3B,-2.6,-1.469,-2.581,-0.915,-1.135,-8.7,-4.593999999999999,4.106,-12.219622638015409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.219622638015409
1060,401,Corey Julks,CHA| HOU,58,1,RIGHT,189,173,37,15,3,14,15,5,1,0.214,LF| RF,-3.151,-1.916,-2.781,-0.573,-0.58,-9.002,-4.614000000000001,4.388,-12.272820821028104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.272820821028104
1061,404,Jung Hoo Lee,SFN,36,1,LEFT,158,145,38,15,2,8,10,2,3,0.262,CF,-3.151,-2.028,-3.082,-0.829,0.051,-9.04,-4.651999999999999,4.388,-12.373897368752214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.373897368752214
1062,406,Angel Martinez,CLE,42,2,SWITCH,169,151,35,15,3,11,15,3,1,0.232,CF,-3.151,-1.916,-2.932,-0.744,-0.298,-9.042,-4.654,4.388,-12.379217187053484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.379217187053484
1063,405,Grant McCray,SFN,36,8,LEFT,130,124,25,13,5,10,6,5,0,0.202,CF,-3.262,-1.693,-2.982,-0.573,-0.533,-9.042,-4.654,4.388,-12.379217187053484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.379217187053484
1064,558,Jacob Amaya,CHA| MIA| HOU,23,9,RIGHT,72,68,12,3,0,3,4,1,0,0.176,SS,-3.813,-2.251,-3.333,-0.915,-0.424,-10.736,-4.656000000000001,6.08,-12.384537005354757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.384537005354757
1065,407,Travis Jankowski,CHA| NYN| TBA| CIN| PHI| SEA| TEX,77,8,LEFT,207,190,38,17,1,12,12,10,0,0.2,DH| RF,-3.041,-2.14,-2.882,-0.146,-0.84,-9.049,-4.661,4.388,-12.397836551107927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.397836551107927
1066,411,Kyle Stowers,MIA| BAL,63,8,LEFT,209,192,40,15,3,24,13,0,1,0.208,LF,-3.151,-1.916,-2.28,-1.0,-0.726,-9.073,-4.6850000000000005,4.388,-12.46167437072316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.46167437072316
1067,564,Nick Allen,ATL| OAK,35,9,RIGHT,105,97,17,4,1,4,5,0,0,0.175,SS,-3.758,-2.14,-3.283,-1.0,-0.613,-10.794,-4.714,6.08,-12.538811736091564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.538811736091564
1068,413,Alek Thomas,ARI,30,8,LEFT,103,95,18,12,3,17,7,3,0,0.189,CF,-3.317,-1.916,-2.631,-0.744,-0.497,-9.104,-4.715999999999999,4.388,-12.544131554392829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.544131554392829
1069,415,Garrett Hampson,ARI| CIN| SLN| COL| MIA| KCA,91,9,RIGHT,231,213,49,13,0,16,14,6,2,0.23,CF| 2B| LF,-3.262,-2.251,-2.681,-0.488,-0.449,-9.131,-4.743,4.388,-12.615949101459966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.615949101459966
1070,398,Andruw Monasterio,MIL,54,9,RIGHT,142,125,26,14,1,16,16,6,2,0.208,2B| 3B,-3.207,-2.14,-2.681,-0.488,-0.476,-8.991,-4.766,4.225,-12.67712701192456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.67712701192456
1071,390,Trey Lipscomb,WAS,60,8,RIGHT,211,190,38,20,1,10,16,11,2,0.2,3B,-2.876,-2.14,-2.982,-0.061,-0.84,-8.899,-4.792999999999999,4.106,-12.748944558991694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.748944558991694
1072,419,DJ Stewart,BAL| NYN,73,5,LEFT,194,158,28,16,5,19,31,1,0,0.177,DH| RF,-3.096,-1.693,-2.53,-0.915,-0.975,-9.209,-4.821,4.388,-12.823422015209465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.823422015209465
1073,393,Anthony Rendon,ANA,56,1,RIGHT,238,206,45,21,0,14,23,6,1,0.218,3B,-2.821,-2.251,-2.781,-0.488,-0.618,-8.96,-4.854000000000001,4.106,-12.91119901718041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.91119901718041
1074,394,DJ LeMahieu,NYA,63,9,RIGHT,228,201,41,19,2,26,19,0,1,0.204,3B| 1B,-2.931,-2.028,-2.179,-1.0,-0.827,-8.965,-4.859,4.106,-12.92449856293358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.92449856293358
1075,396,Brett Baty,NYN,50,8,LEFT,171,153,35,15,4,16,16,0,0,0.229,3B,-3.151,-1.804,-2.681,-1.0,-0.338,-8.975,-4.869,4.106,-12.951097654439929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.951097654439929
1076,421,Jordan Beck,COL,53,8,RIGHT,184,170,32,14,3,13,12,7,1,0.188,LF,-3.207,-1.916,-2.831,-0.403,-0.905,-9.262,-4.8740000000000006,4.388,-12.9643972001931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9643972001931
1077,358,Joey Gallo,TEX| NYA| LAN| MIN| WAS,74,8,LEFT,260,223,36,24,10,27,32,3,1,0.161,1B,-2.656,-1.134,-2.129,-0.744,-1.647,-8.309,-4.879,3.43,-12.977696745946272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.977696745946272
1078,402,Tyler Wade,SDN| NYA| ANA| OAK,63,9,LEFT,156,138,30,19,0,8,11,8,0,0.217,3B,-2.931,-2.251,-3.082,-0.317,-0.425,-9.007,-4.901,4.106,-13.036214747260232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.036214747260232
1079,315,Nelson Velazquez,CHN| KCA,64,5,RIGHT,230,205,41,31,8,27,19,2,0,0.2,DH,-2.27,-1.357,-2.129,-0.829,-0.906,-7.492,-4.919499999999999,2.5725,-13.085423066546973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.085423066546973
1080,359,Jonathan Aranda,TBA,44,4,LEFT,143,128,30,22,6,14,12,0,0,0.234,1B,-2.766,-1.581,-2.781,-1.0,-0.227,-8.355,-4.925000000000001,3.43,-13.100052566875467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.100052566875467
