,Name,Team,L/R,POS,IP,GS,GP,HA,R,ER,HR,BB,K,W,L,S,HD,BS,ERA,WHIP,SB,CS,SBP,W-Z,K-Z,S-Z,ERA-Z,WHIP-Z,Z-SUM,Z-SUM-A,ACV,
456,Griffin Canning,NYN| ANA,RIGHT,SP,171.66666666666663,31,32,174,105,99,31,66,130,6,13,0,0,0,5.190,1.398,6,3,0.035,-0.731,-0.123,-0.501,-2.329,-1.68,-5.364,1.4260000000000002,2.682102393628894,
457,Michael Soroka,CHN| WAS| ATL| CHA,RIGHT,SP| RP,79.66666666666666,9,25,66,49,42,13,44,84,0,10,0,0,0,4.745,1.381,13,4,0.163,-2.292,-1.115,-0.501,-0.751,-0.713,-5.372,1.4180000000000001,2.667055535880625,
458,Peter Strzelecki,MIL| ARI| CLE,RIGHT,RP,11.666666666666666,0,10,11,3,3,1,3,9,0,0,0,0,0,2.314,1.200,0,0,0.0,-2.292,-2.733,-0.501,0.154,-0.003,-5.375,1.415,2.661412964225024,
459,Walter Pennington,KCA| TEX,LEFT,RP,18.000000000000004,1,16,19,7,6,1,11,17,1,0,0,0,0,3.000,1.667,4,0,0.222,-2.032,-2.56,-0.501,0.123,-0.409,-5.38,1.4100000000000001,2.6520086781323564,
460,Blake Walston,ARI,LEFT,RP,18.333333333333332,2,7,16,12,9,4,10,18,1,0,0,0,0,4.418,1.418,0,0,0.0,-2.032,-2.538,-0.501,-0.117,-0.197,-5.386,1.404,2.6407235348211544,
461,Enyel De Los Santos,ATL| HOU| PHI| PIT| CLE| CHA| NYA| SDN,RIGHT,RP,64.0,0,64,65,38,37,17,25,66,1,2,2,0,0,5.203,1.406,3,0,0.047,-2.032,-1.503,-0.326,-0.876,-0.652,-5.389,1.4009999999999998,2.6350809631655534,
462,Graham Ashcraft,CIN,RIGHT,SP,77.33333333333334,15,15,89,50,45,11,27,57,5,5,0,0,0,5.237,1.500,4,1,0.052,-0.991,-1.697,-0.501,-1.083,-1.137,-5.409,1.3810000000000002,2.5974638187948824,
463,Tommy Nance,TOR| CHN| MIA,RIGHT,RP,22.0,0,20,18,12,10,2,9,19,0,3,0,0,0,4.091,1.227,5,0,0.227,-2.292,-2.517,-0.501,-0.073,-0.034,-5.418,1.3719999999999999,2.58053610382808,
464,Austin Warren,NYN| ANA| SFN,RIGHT,RP,10.666666666666668,0,6,9,2,2,1,5,7,0,0,0,0,0,1.688,1.312,0,0,0.0,-2.292,-2.776,-0.501,0.203,-0.06,-5.427,1.3630000000000004,2.563608388861278,
465,Alex Young,ARI| CLE| SFN| CIN| NYN,LEFT,RP,15.666666666666666,0,17,15,5,5,2,7,15,0,0,0,0,0,2.872,1.404,1,0,0.064,-2.292,-2.603,-0.501,0.125,-0.158,-5.429,1.3609999999999998,2.55984667442421,
466,Joe Kelly,LAN| CHA,RIGHT,RP,31.999999999999996,0,35,31,19,17,4,16,35,1,1,0,0,0,4.781,1.469,1,1,0.031,-2.032,-2.172,-0.501,-0.312,-0.422,-5.439,1.351,2.5410381022388746,
467,Cade Povich,BAL,LEFT,SP,79.66666666666669,16,16,80,49,46,12,34,69,3,9,0,0,0,5.197,1.431,6,1,0.075,-1.511,-1.438,-0.501,-1.085,-0.906,-5.443,1.3470000000000004,2.533514673364741,
468,Michael Petersen,ATL| MIA| LAN,RIGHT,RP,19.666666666666664,0,16,21,14,13,3,11,14,3,1,0,0,0,5.949,1.627,2,0,0.102,-1.511,-2.625,-0.501,-0.406,-0.41,-5.453,1.3369999999999997,2.514706101179404,
469,Stephen Kolek,KCA| SDN,RIGHT,RP,46.666666666666664,0,42,59,30,27,4,12,39,3,0,0,0,0,5.207,1.521,2,1,0.043,-1.511,-2.085,-0.501,-0.64,-0.734,-5.473,1.3170000000000002,2.477088956808733,
470,Ty Madden,DET,RIGHT,RP,23.0,1,6,25,12,11,2,8,17,1,1,0,0,0,4.304,1.435,4,0,0.174,-2.032,-2.56,-0.501,-0.122,-0.266,-5.481,1.3090000000000002,2.462042099060464,
471,Kolby Allard,CLE| TEX| ATL| PHI,LEFT,SP| RP,27.0,4,7,34,15,15,5,8,23,2,0,0,0,0,5.000,1.556,0,0,0.0,-1.772,-2.431,-0.501,-0.318,-0.469,-5.491,1.2990000000000004,2.4432335268751286,
472,Joel Kuhnel,CIN| HOU| TBA,RIGHT,RP,10.0,0,6,8,5,5,1,0,5,0,0,0,0,0,4.500,0.800,1,0,0.1,-2.292,-2.819,-0.501,-0.071,0.19,-5.493,1.2969999999999997,2.4394718124380605,
473,Eduardo Salazar,WAS| CIN| LAN,RIGHT,RP,29.333333333333332,0,26,34,11,9,2,14,27,0,1,0,0,0,2.761,1.636,4,2,0.136,-2.292,-2.344,-0.501,0.265,-0.624,-5.497,1.2930000000000001,2.431948383563927,
474,Grant Holman,ATH| OAK,RIGHT,RP,15.666666666666666,0,18,17,8,7,1,9,16,1,1,0,0,0,4.021,1.660,0,0,0.0,-2.032,-2.582,-0.501,-0.042,-0.351,-5.508,1.282,2.4112589541600573,
475,Nick Robertson,BOS| LAN| SLN| TOR,RIGHT,RP,13.333333333333332,0,9,15,6,6,3,2,14,0,0,0,0,0,4.050,1.275,1,0,0.075,-2.292,-2.625,-0.501,-0.039,-0.051,-5.509,1.2809999999999997,2.409378096941523,
476,Mike Baumann,BAL| ANA| MIA| SEA| SFN,RIGHT,RP,58.333333333333336,0,57,59,40,36,9,28,58,3,1,0,0,0,5.554,1.491,7,3,0.12,-1.511,-1.676,-0.501,-0.989,-0.834,-5.511,1.279,2.4056163825044563,
477,Adam Cimber,CLE| MIA| TOR| ANA,RIGHT,RP,24.33333333333333,0,28,20,19,19,1,14,19,3,0,0,0,0,7.027,1.397,2,2,0.082,-1.511,-2.517,-0.501,-0.746,-0.237,-5.513,1.2770000000000001,2.4018546680673896,
478,Jimmy Herget,COL| TEX| ANA| ATL,RIGHT,RP,12.333333333333332,0,8,13,6,6,2,3,15,0,1,0,0,0,4.378,1.297,2,0,0.162,-2.292,-2.603,-0.501,-0.074,-0.061,-5.531,1.2590000000000003,2.3679992381337853,
479,Abner Uribe,MIL,RIGHT,RP,14.333333333333334,0,14,15,11,11,1,12,14,2,2,3,0,0,6.907,1.884,0,0,0.0,-1.772,-2.625,-0.238,-0.423,-0.476,-5.534,1.2560000000000002,2.3623566664781843,
480,Zach Pop,NYN| SEA| MIA| TOR,RIGHT,RP,48.33333333333332,0,58,45,36,30,9,19,33,2,4,1,0,0,5.586,1.324,3,0,0.062,-1.772,-2.215,-0.413,-0.834,-0.301,-5.535,1.255,2.36047580925965,
481,Tyler Phillips,MIA| PHI,RIGHT,SP,36.666666666666664,7,8,45,28,28,9,7,28,4,1,0,0,0,6.873,1.418,4,0,0.109,-1.251,-2.323,-0.501,-1.071,-0.394,-5.541,1.2489999999999997,2.349190665948448,
482,Mason Englert,TBA| DET,RIGHT,RP,21.666666666666668,1,12,23,15,13,4,5,16,1,0,0,0,0,5.400,1.292,1,1,0.046,-2.032,-2.582,-0.501,-0.336,-0.102,-5.552,1.2380000000000004,2.32850123654458,
483,Kyle Nelson,ARI| CLE,LEFT,RP,10.666666666666666,0,11,8,5,5,2,4,8,0,0,0,0,0,4.219,1.125,0,0,0.0,-2.292,-2.754,-0.501,-0.048,0.036,-5.56,1.2300000000000004,2.3134543787963113,
484,Logan Allen,CLE,LEFT,SP,97.33333333333331,20,20,113,63,62,22,41,79,8,5,0,0,0,5.733,1.582,3,2,0.031,-0.21,-1.223,-0.501,-1.812,-1.817,-5.562,1.2279999999999998,2.309692664359243,
485,Dany Jimenez,SFN| OAK,RIGHT,RP,25.666666666666664,0,25,21,18,14,6,19,25,1,3,1,0,0,4.909,1.558,0,0,0.0,-2.032,-2.387,-0.413,-0.281,-0.45,-5.564,1.226,2.305930949922176,
486,Casey Mize,DET,RIGHT,SP,102.33333333333331,20,22,121,57,51,11,29,78,2,6,0,0,0,4.485,1.466,11,4,0.107,-1.772,-1.244,-0.501,-0.717,-1.336,-5.57,1.2199999999999998,2.2946458066109745,
487,Brock Burke,ANA| TEX,LEFT,RP,34.0,1,34,37,22,22,4,16,41,2,1,0,0,0,5.824,1.559,2,0,0.059,-1.772,-2.042,-0.501,-0.662,-0.596,-5.573,1.2169999999999996,2.2890032349553735,
488,Max Lazar,PHI,RIGHT,RP,13.666666666666664,0,11,13,7,7,2,2,9,0,0,0,0,0,4.610,1.098,0,0,0.0,-2.292,-2.733,-0.501,-0.112,0.064,-5.573,1.2169999999999996,2.2890032349553735,
489,Justin Wilson,BOS| NYN| CIN| NYA,LEFT,RP,46.666666666666664,0,60,55,30,29,10,13,51,1,5,2,0,0,5.593,1.457,4,2,0.086,-2.032,-1.827,-0.326,-0.808,-0.59,-5.582,1.2080000000000002,2.2720755199885723,
490,Yosver Zulueta,CIN,RIGHT,RP,16.333333333333332,0,12,15,10,9,2,7,20,0,0,0,0,0,4.959,1.347,0,0,0.0,-2.292,-2.495,-0.501,-0.186,-0.12,-5.595,1.1950000000000003,2.2476243761476358,
491,Josh Fleming,TBA| PIT,LEFT,SP| RP,31.333333333333332,3,25,34,18,14,3,14,17,1,1,1,0,0,4.021,1.532,2,2,0.064,-2.032,-2.56,-0.413,-0.084,-0.509,-5.599,1.1909999999999998,2.2401009472735005,
492,Jonathan Hernandez,TEX| SEA,RIGHT,RP,43.33333333333334,1,29,41,28,26,6,28,39,3,1,0,0,0,5.400,1.592,4,1,0.092,-1.511,-2.085,-0.501,-0.672,-0.83,-5.6,1.1900000000000004,2.238220090054968,
493,Joe La Sorsa,CIN| TBA| WAS,LEFT,RP,17.666666666666668,0,16,17,9,9,4,5,14,0,0,0,0,0,4.585,1.245,4,1,0.226,-2.292,-2.625,-0.501,-0.14,-0.043,-5.601,1.189,2.2363392328364338,
494,Max Meyer,MIA,RIGHT,SP,57.0,11,11,62,38,36,14,19,46,3,5,0,0,0,5.684,1.421,3,2,0.053,-1.511,-1.934,-0.501,-1.035,-0.621,-5.603,1.1870000000000003,2.232577518399367,
495,Davis Martin,CHA,RIGHT,SP,49.99999999999999,10,11,50,25,24,5,23,47,0,5,0,0,0,4.320,1.460,2,3,0.04,-2.292,-1.913,-0.501,-0.274,-0.639,-5.618,1.1719999999999997,2.204364660121362,
496,John Brebbia,ATL| DET| SFN| CHA,RIGHT,RP,55.33333333333333,0,59,56,36,36,11,19,67,0,6,2,0,0,5.855,1.355,4,1,0.072,-2.292,-1.482,-0.326,-1.093,-0.428,-5.621,1.1689999999999996,2.198722088465761,
497,Kumar Rocker,TEX,RIGHT,SP,11.666666666666668,3,3,12,6,5,1,6,14,0,2,0,0,0,3.857,1.543,1,0,0.086,-2.292,-2.625,-0.501,-0.014,-0.196,-5.627,1.1630000000000003,2.1874369451545608,
498,Carson Spiers,CIN,RIGHT,SP| RP,90.66666666666666,10,22,112,59,55,20,27,80,5,7,0,0,0,5.460,1.533,2,2,0.022,-0.991,-1.201,-0.501,-1.457,-1.478,-5.628,1.162,2.1855560879360265,
499,Giovanny Gallegos,SLN,RIGHT,RP,20.666666666666668,0,21,24,15,15,6,10,21,2,1,1,0,0,6.532,1.645,2,0,0.097,-1.772,-2.474,-0.413,-0.538,-0.448,-5.646,1.1440000000000001,2.1517006580024227,
500,Triston McKenzie,CLE,RIGHT,SP,75.66666666666666,16,16,69,46,43,19,49,74,3,5,0,0,0,5.114,1.560,9,0,0.119,-1.511,-1.331,-0.501,-0.973,-1.329,-5.646,1.1440000000000001,2.1517006580024227,
501,Guillo Zuniga,SLN| ANA,RIGHT,RP,17.666666666666664,0,15,16,10,10,5,8,12,0,0,2,0,0,5.094,1.359,2,0,0.113,-2.292,-2.668,-0.326,-0.224,-0.139,-5.649,1.141,2.1460580863468217,
502,Patrick Sandoval,ANA,LEFT,SP,79.66666666666666,16,16,85,49,45,8,35,81,2,8,0,0,0,5.084,1.506,4,2,0.05,-1.772,-1.18,-0.501,-1.002,-1.195,-5.65,1.1399999999999997,2.1441772291282875,
503,Josh Rogers,WAS| COL,LEFT,RP,11.0,0,6,15,8,8,1,3,3,2,0,0,0,0,6.545,1.636,0,0,0.0,-1.772,-2.862,-0.501,-0.288,-0.234,-5.657,1.133,2.131011228598553,
504,Gabe Speier,SEA| KCA,LEFT,RP,23.666666666666668,0,29,19,15,15,2,14,33,0,2,0,0,0,5.704,1.394,5,0,0.211,-2.292,-2.215,-0.501,-0.434,-0.227,-5.67,1.12,2.1065600847576165,
505,Jacob Lopez,ATH| TBA,LEFT,RP,10.333333333333332,1,4,5,7,6,2,7,8,0,0,0,0,0,5.226,1.161,4,0,0.387,-2.292,-2.754,-0.501,-0.144,0.017,-5.674,1.1159999999999997,2.099036655883481,
506,Gerson Garabito,TEX,RIGHT,RP,26.333333333333332,2,18,23,15,14,4,12,22,0,2,0,0,0,4.785,1.329,3,0,0.114,-2.292,-2.452,-0.501,-0.258,-0.17,-5.674,1.1159999999999997,2.099036655883481,
507,Cody Bolton,CLE| PIT| SEA,RIGHT,RP,18.666666666666664,0,17,18,11,9,3,9,17,0,0,0,0,0,4.339,1.446,1,1,0.054,-2.292,-2.56,-0.501,-0.105,-0.226,-5.685,1.1050000000000004,2.0783472264796132,
508,Jaden Hill,COL,RIGHT,RP,10.666666666666668,0,9,8,7,6,2,4,6,0,0,0,0,0,5.062,1.125,5,0,0.469,-2.292,-2.797,-0.501,-0.132,0.036,-5.687,1.1029999999999998,2.0745855120425447,
509,Diego Castillo,TBA| SEA| MIN,RIGHT,RP,10.0,0,7,8,3,3,0,8,6,0,0,0,0,0,2.700,1.600,1,0,0.1,-2.292,-2.797,-0.501,0.096,-0.195,-5.69,1.0999999999999996,2.0689429403869437,
510,Rafael Montero,ATL| DET| HOU| TEX| SEA,RIGHT,RP,38.33333333333333,0,41,35,21,20,8,19,23,1,2,0,0,0,4.696,1.409,8,2,0.209,-2.032,-2.431,-0.501,-0.344,-0.395,-5.702,1.088,2.0463726537645415,
511,Jake Bird,COL| NYA,RIGHT,RP,39.99999999999999,0,35,43,21,20,5,25,31,2,2,1,0,0,4.500,1.700,4,2,0.1,-1.772,-2.258,-0.413,-0.286,-0.974,-5.703,1.0869999999999997,2.044491796546007,
512,Brock Stewart,LAN| MIN,RIGHT,RP,15.666666666666666,0,16,15,9,9,2,8,20,0,0,0,0,0,5.170,1.468,2,0,0.128,-2.292,-2.495,-0.501,-0.21,-0.206,-5.704,1.0860000000000003,2.0426109393274747,
513,Alex Lange,DET,RIGHT,RP,18.666666666666664,0,21,16,16,9,0,17,21,0,3,2,0,0,4.339,1.768,1,1,0.054,-2.292,-2.474,-0.326,-0.105,-0.515,-5.713,1.077,2.0256832243606717,
514,Ryder Ryan,SEA| PIT,RIGHT,RP,20.666666666666668,0,15,21,14,13,2,9,17,1,0,0,0,0,5.661,1.452,3,0,0.145,-2.032,-2.56,-0.501,-0.371,-0.256,-5.72,1.0700000000000003,2.0125172238309372,
515,Ray Kerr,SDN| ATL,LEFT,RP,22.333333333333332,2,10,29,14,14,4,7,27,1,2,0,0,0,5.642,1.612,5,1,0.224,-2.032,-2.344,-0.501,-0.397,-0.449,-5.723,1.0670000000000002,2.0068746521753367,
516,Julian Aguiar,CIN,RIGHT,SP,31.666666666666668,7,7,30,22,22,8,12,19,2,1,0,0,0,6.253,1.326,1,0,0.032,-1.772,-2.517,-0.501,-0.743,-0.2,-5.733,1.0570000000000004,1.988066079990001,
517,Anthony Maldonado,ATH| MIA,RIGHT,RP,19.0,1,16,21,12,12,1,7,11,1,1,1,0,0,5.684,1.474,2,1,0.105,-2.032,-2.689,-0.413,-0.345,-0.255,-5.735,1.0549999999999997,1.9843043655529327,
518,Adam Oller,OAK| MIA,RIGHT,SP,42.333333333333336,8,8,43,25,25,7,22,36,2,4,0,0,0,5.315,1.535,1,2,0.024,-1.772,-2.15,-0.501,-0.623,-0.695,-5.741,1.0490000000000004,1.9730192222417322,
519,Yoendrys Gomez,CHA| LAN| NYA,RIGHT,RP,11.333333333333334,0,5,11,5,5,2,7,10,0,0,0,0,0,3.971,1.588,0,0,0.0,-2.292,-2.711,-0.501,-0.025,-0.215,-5.744,1.0460000000000003,1.9673766505861314,
520,Humberto Castellanos,HOU| ARI,RIGHT,RP,10.333333333333334,0,7,11,6,6,0,4,7,0,0,1,0,0,5.226,1.452,1,0,0.097,-2.292,-2.776,-0.413,-0.144,-0.128,-5.753,1.037,1.9504489356193284,
521,Chase Anderson,TOR| PHI| CIN| COL| TBA| BOS| TEX,RIGHT,RP,58.333333333333336,1,29,55,41,35,12,21,42,0,2,3,0,0,5.400,1.303,7,1,0.12,-2.292,-2.021,-0.238,-0.905,-0.303,-5.76,1.0300000000000002,1.937282935089594,
522,Luis Medina,OAK,RIGHT,SP,40.0,8,8,43,24,23,4,20,32,2,4,0,0,0,5.175,1.575,1,1,0.025,-1.772,-2.236,-0.501,-0.537,-0.733,-5.779,1.0110000000000001,1.9015466479374556,
523,Tyler Mahle,TEX| CIN| MIN,RIGHT,SP,12.666666666666668,3,3,14,7,7,1,4,10,0,1,0,0,0,4.974,1.421,2,0,0.158,-2.292,-2.711,-0.501,-0.146,-0.138,-5.789,1.0010000000000003,1.8827380757521202,
524,Sean Newcomb,ATH| BOS| ATL| CHN| OAK,LEFT,RP,10.0,0,7,9,7,7,2,8,7,1,0,0,0,0,6.300,1.700,3,2,0.3,-2.032,-2.776,-0.501,-0.239,-0.243,-5.791,0.9989999999999997,1.8789763613150516,
525,Justin Wrobleski,LAN,LEFT,SP,36.33333333333333,6,8,34,24,23,9,16,26,1,2,1,0,0,5.697,1.376,3,2,0.083,-2.032,-2.366,-0.413,-0.664,-0.317,-5.793,0.9969999999999999,1.875214646877985,
526,Nick Mears,MIL| PIT| COL,RIGHT,RP,57.66666666666664,0,54,61,40,38,7,24,75,1,5,0,0,0,5.931,1.474,4,1,0.069,-2.032,-1.309,-0.501,-1.179,-0.776,-5.797,0.9930000000000003,1.8676912180038514,
527,Ryan Miller,ANA,RIGHT,RP,12.999999999999998,0,13,13,7,6,2,8,11,0,1,0,0,0,4.154,1.615,1,1,0.077,-2.292,-2.689,-0.501,-0.051,-0.263,-5.797,0.9930000000000003,1.8676912180038514,
528,George Soriano,MIA,RIGHT,RP,29.33333333333333,0,22,27,23,22,7,13,29,1,1,1,0,0,6.750,1.364,2,0,0.068,-2.032,-2.301,-0.413,-0.824,-0.238,-5.809,0.9809999999999999,1.8451209313814476,
529,Caleb Kilian,CHN,RIGHT,P,10.666666666666668,1,2,11,6,5,2,6,7,0,1,0,0,0,4.219,1.594,2,0,0.187,-2.292,-2.776,-0.501,-0.048,-0.205,-5.822,0.968,1.8206697875405111,
530,Steven Matz,BOS| SLN| NYN| TOR,LEFT,SP| RP,44.33333333333333,7,12,49,28,25,7,15,33,1,2,0,0,0,5.075,1.444,2,1,0.045,-2.032,-2.215,-0.501,-0.554,-0.531,-5.833,0.9569999999999999,1.7999803581366414,
531,Sam Aldegheri,ANA,LEFT,SP,13.0,3,3,15,12,7,2,10,10,1,2,0,0,0,4.846,1.923,1,0,0.077,-2.032,-2.711,-0.501,-0.135,-0.456,-5.835,0.9550000000000001,1.7962186436995746,
532,Josh Walker,TOR| NYN,LEFT,RP,12.333333333333334,0,10,13,7,7,1,6,11,0,0,0,0,0,5.108,1.540,1,0,0.081,-2.292,-2.689,-0.501,-0.158,-0.205,-5.846,0.944,1.775529214295705,
533,Randy Vasquez,SDN| NYA,RIGHT,SP,98.0,20,20,119,56,53,13,29,62,4,7,0,0,0,4.867,1.510,12,4,0.122,-1.251,-1.589,-0.501,-1.035,-1.489,-5.866,0.9240000000000004,1.737912069925034,
534,Tyler Wells,BAL,RIGHT,SP,15.333333333333332,3,3,18,11,10,3,3,13,0,2,0,0,0,5.870,1.370,1,0,0.065,-2.292,-2.646,-0.501,-0.305,-0.129,-5.874,0.9160000000000004,1.7228652121767654,
535,DL Hall,MIL| BAL,LEFT,SP| RP,43.0,7,13,48,26,24,6,21,44,1,2,0,0,0,5.023,1.605,2,0,0.047,-2.032,-1.978,-0.501,-0.517,-0.849,-5.876,0.9139999999999997,1.7191034977396968,
536,Carlos Carrasco,ATL| NYA| CLE| NYN,RIGHT,SP,103.66666666666666,21,21,112,68,65,19,33,89,3,10,0,0,0,5.643,1.399,7,4,0.068,-1.511,-1.007,-0.501,-1.843,-1.018,-5.881,0.9089999999999998,1.7096992116470293,
537,Marco Gonzales,SEA| PIT,LEFT,SP,33.666666666666664,7,7,43,17,17,5,11,23,1,1,0,0,0,4.545,1.604,2,0,0.059,-2.032,-2.431,-0.501,-0.254,-0.664,-5.882,0.9080000000000004,1.7078183544284966,
538,Joey Lucchesi,SFN| SDN| NYN,LEFT,P,10.333333333333332,2,2,8,6,6,1,8,7,0,2,0,0,0,5.226,1.548,0,0,0.0,-2.292,-2.776,-0.501,-0.144,-0.176,-5.889,0.9009999999999998,1.6946523538987606,
539,Chris Devenski,NYN| HOU| ARI| PHI| ANA| TBA,RIGHT,RP,26.66666666666667,0,19,28,25,20,9,14,24,2,1,0,0,0,6.750,1.575,6,0,0.225,-1.772,-2.409,-0.501,-0.749,-0.488,-5.919,0.8710000000000004,1.638226637342754,
540,Colten Brewer,BOS| NYA| CHN,RIGHT,RP,20.666666666666668,0,16,24,16,13,1,9,22,0,0,1,0,0,5.661,1.597,7,2,0.339,-2.292,-2.452,-0.413,-0.371,-0.4,-5.929,0.8609999999999998,1.619418065157417,
541,Elieser Hernandez,MIA| LAN| MIL,RIGHT,RP,15.666666666666666,1,9,14,11,11,5,5,8,0,1,0,0,0,6.319,1.213,0,1,0.0,-2.292,-2.754,-0.501,-0.377,-0.013,-5.938,0.8520000000000003,1.6024903501906158,
542,Kirby Snead,TOR| OAK| SEA,LEFT,RP,10.333333333333332,0,11,12,5,5,0,7,7,0,0,0,0,0,4.355,1.839,2,2,0.194,-2.292,-2.776,-0.501,-0.06,-0.321,-5.95,0.8399999999999999,1.5799200635682118,
543,Chad Kuhl,PIT| COL| WAS| CHA,RIGHT,RP,53.33333333333333,1,31,56,33,30,5,25,54,0,2,1,0,0,5.062,1.519,1,1,0.019,-2.292,-1.762,-0.413,-0.66,-0.832,-5.96,0.8300000000000001,1.5611114913828765,
544,Joely Rodriguez,TEX| NYA| NYN| BOS,LEFT,RP,13.666666666666666,0,14,19,13,9,3,2,12,0,1,0,0,0,5.927,1.537,2,0,0.146,-2.292,-2.668,-0.501,-0.279,-0.225,-5.965,0.8250000000000002,1.5517072052902088,
545,Nick Avila,SFN,RIGHT,RP,11.666666666666668,0,8,17,12,11,2,3,14,1,0,0,0,0,8.486,1.714,1,1,0.086,-2.032,-2.625,-0.501,-0.516,-0.292,-5.966,0.8239999999999998,1.5498263480716745,
546,Deivi Garcia,NYA| CHA,RIGHT,RP,14.0,0,14,16,16,11,2,11,15,1,2,1,0,0,7.071,1.929,1,1,0.071,-2.032,-2.603,-0.413,-0.435,-0.495,-5.979,0.8109999999999999,1.525375204230738,
547,Davis Daniel,ATL| ANA,RIGHT,SP,30.333333333333332,6,6,39,22,21,5,6,28,1,4,0,0,0,6.231,1.484,2,2,0.066,-2.032,-2.323,-0.501,-0.705,-0.422,-5.983,0.8070000000000004,1.5178517753566045,
548,Tanner Rainey,DET| PIT| WAS,RIGHT,RP,50.99999999999999,0,50,47,28,27,8,29,44,0,0,0,0,0,4.765,1.490,4,1,0.078,-2.292,-1.978,-0.501,-0.49,-0.726,-5.987,0.8029999999999999,1.5103283464824693,
549,Julian Merryweather,CHN| TOR,RIGHT,RP,15.0,0,15,18,11,11,0,9,14,1,1,0,0,0,6.600,1.800,3,0,0.2,-2.032,-2.625,-0.501,-0.4,-0.437,-5.995,0.7949999999999999,1.4952814887342007,
550,Matt Manning,DET,RIGHT,SP,27.666666666666668,5,5,31,15,15,3,12,23,0,1,0,0,0,4.880,1.554,2,1,0.072,-2.292,-2.431,-0.501,-0.295,-0.479,-5.998,0.7919999999999998,1.4896389170785997,
551,Logan Gillaspie,SDN| BAL,RIGHT,RP,11.333333333333332,0,9,15,9,9,2,0,7,0,0,0,0,0,7.147,1.323,0,0,0.0,-2.292,-2.776,-0.501,-0.36,-0.07,-5.999,0.7910000000000004,1.487758059860067,
552,Jordan Wicks,CHN,LEFT,SP,46.0,10,11,55,31,28,9,20,42,2,4,0,0,0,5.478,1.630,5,1,0.109,-1.772,-2.021,-0.501,-0.747,-0.966,-6.006,0.7839999999999998,1.474592059330331,
553,Steven Wilson,CHA| SDN,RIGHT,RP,34.666666666666664,0,40,29,29,22,8,26,34,1,6,0,0,0,5.712,1.587,3,1,0.087,-2.032,-2.193,-0.501,-0.638,-0.654,-6.019,0.7709999999999999,1.4501409154893945,
554,Daniel Palencia,CHN,RIGHT,RP,14.666666666666666,0,10,14,11,10,0,12,16,0,1,1,0,0,6.136,1.773,0,0,0.0,-2.292,-2.582,-0.413,-0.328,-0.408,-6.024,0.766,1.4407366293967268,
555,Jay Jackson,SFN| ATL| TOR| MIN,RIGHT,RP,26.333333333333332,0,20,28,24,22,7,9,29,1,2,0,0,0,7.519,1.405,3,1,0.114,-2.032,-2.301,-0.501,-0.928,-0.267,-6.029,0.7610000000000001,1.431332343304059,
556,J. P. Feyereisen,ARI| LAN| MIL| TBA,RIGHT,RP,11.0,0,10,11,10,10,3,5,9,0,1,1,0,0,8.182,1.454,0,0,0.0,-2.292,-2.733,-0.413,-0.455,-0.138,-6.031,0.7590000000000003,1.4275706288669923,
557,Logan Allen,CLE| BAL| ARI,LEFT,RP,28.000000000000004,0,12,32,17,17,3,10,21,0,1,1,0,0,5.464,1.500,3,0,0.107,-2.292,-2.474,-0.413,-0.451,-0.412,-6.042,0.7480000000000002,1.4068811994631227,
558,Ryan Borucki,PIT| TOR| SEA,LEFT,RP,11.000000000000002,0,14,14,10,9,2,4,13,0,0,0,0,0,7.364,1.636,1,0,0.091,-2.292,-2.646,-0.501,-0.372,-0.234,-6.045,0.7450000000000001,1.4012386278075217,
559,Joan Adon,WAS,RIGHT,RP,10.666666666666668,1,8,12,8,8,2,4,6,0,0,0,0,0,6.750,1.500,1,0,0.094,-2.292,-2.797,-0.501,-0.299,-0.157,-6.047,0.7430000000000003,1.397476913370455,
560,Tyler Beede,SFN| PIT| CLE,RIGHT,RP,14.000000000000002,0,13,16,14,13,2,9,18,1,0,0,0,0,8.357,1.786,5,0,0.357,-2.032,-2.538,-0.501,-0.602,-0.399,-6.072,0.718,1.3504554829071147,
561,Matt Barnes,BOS| MIA| WAS,RIGHT,RP,13.333333333333332,0,14,16,11,10,1,4,10,0,0,0,0,0,6.750,1.500,4,0,0.3,-2.292,-2.711,-0.501,-0.374,-0.196,-6.075,0.7149999999999999,1.3448129112515137,
562,Jake Bloss,HOU,RIGHT,SP,11.666666666666666,3,3,16,9,9,5,3,11,0,1,0,0,0,6.943,1.629,5,0,0.429,-2.292,-2.689,-0.501,-0.348,-0.244,-6.075,0.7149999999999999,1.3448129112515137,
563,Parker Mushinski,HOU,LEFT,RP,11.0,0,10,11,10,8,1,5,3,0,0,0,0,0,6.545,1.454,2,0,0.182,-2.292,-2.862,-0.501,-0.288,-0.138,-6.081,0.7089999999999996,1.3335277679403117,
564,Zach Plesac,CLE| ANA,RIGHT,SP,12.0,3,3,12,11,11,4,7,5,1,1,0,0,0,8.250,1.583,1,0,0.083,-2.032,-2.819,-0.501,-0.504,-0.225,-6.081,0.7089999999999996,1.3335277679403117,
565,Emmanuel Ramirez,MIA,RIGHT,RP,20.666666666666664,0,15,21,17,16,3,8,21,0,1,0,0,0,6.968,1.403,1,1,0.048,-2.292,-2.474,-0.501,-0.622,-0.207,-6.097,0.6929999999999996,1.3034340524437742,
