,Name,Team,L/R,POS,IP,GS,GP,HA,R,ER,HR,BB,K,W,L,S,HD,BS,ERA,WHIP,SB,CS,SBP,W-Z,K-Z,S-Z,ERA-Z,WHIP-Z,Z-SUM,Z-SUM-A,ACV,
32,Josh Hader,HOU,LEFT,RP,52.66666666666667,0,48,29,16,12,8,16,76,6,2,28,0,0,2.051,0.854,4,0,0.076,-0.597,-1.223,2.046,0.711,0.839,1.776,7.0329999999999995,17.074167541743442,
33,Nick Lodolo,CIN,LEFT,SP,156.66666666666666,28,29,138,60,58,22,31,156,9,8,0,0,0,3.332,1.079,14,6,0.089,0.19,0.535,-0.506,0.549,0.903,1.67,6.927,16.816829029099505,
34,Adrian Morejon,SDN,LEFT,RP,73.66666666666664,0,75,49,23,17,2,17,70,13,6,3,0,0,2.077,0.896,9,1,0.122,1.24,-1.355,-0.233,0.979,1.035,1.666,6.923,16.807118141829925,
35,Carlos Estevez,KCA,RIGHT,RP,66.0,0,67,48,22,18,5,22,54,4,5,42,0,0,2.454,1.061,0,1,0.0,-1.121,-1.706,3.322,0.683,0.435,1.612,6.869,16.67602116369056,
36,Sonny Gray,SLN,RIGHT,SP,180.66666666666666,32,32,185,93,86,25,38,201,14,8,0,0,0,4.284,1.234,11,10,0.061,1.502,1.523,-0.506,-0.709,-0.232,1.578,6.835,16.59347862189911,
37,David Bednar,NYA| PIT,RIGHT,RP,62.666666666666664,0,64,46,18,16,4,19,86,6,5,27,0,0,2.298,1.037,7,2,0.112,-0.597,-1.003,1.955,0.725,0.479,1.559,6.816,16.54735190736859,
38,Robbie Ray,SFN,LEFT,SP,182.33333333333331,32,32,148,81,74,22,73,186,11,8,0,0,0,3.653,1.212,20,10,0.11,0.715,1.194,-0.506,0.182,-0.05,1.535,6.792,16.489086583751096,
39,Ranger Suarez,PHI,LEFT,SP,157.33333333333334,26,26,154,57,56,14,38,151,12,8,0,0,0,3.203,1.220,6,4,0.038,0.978,0.425,-0.506,0.709,-0.102,1.502,6.7589999999999995,16.40897176377704,
40,Cade Smith,CLE,RIGHT,RP,73.66666666666669,0,76,55,31,24,4,19,104,8,5,16,0,0,2.932,1.004,1,1,0.014,-0.072,-0.608,0.952,0.488,0.672,1.432,6.689,16.23903123655935,
41,Luis Castillo,SEA,RIGHT,SP,180.66666666666669,32,32,168,76,71,23,46,162,11,8,0,0,0,3.537,1.185,13,5,0.072,0.715,0.666,-0.506,0.344,0.176,1.395,6.651999999999999,16.149205529315708,
42,Jeff Hoffman,TOR,RIGHT,RP,67.99999999999999,0,71,54,34,33,15,27,84,9,7,33,0,0,4.368,1.191,7,2,0.103,0.19,-1.047,2.502,-0.311,0.046,1.38,6.637,16.112789702054773,
43,Hunter Greene,CIN,RIGHT,SP,107.66666666666664,19,19,75,35,33,15,26,132,7,4,0,0,0,2.759,0.938,9,3,0.084,-0.334,0.007,-0.506,0.858,1.307,1.332,6.5889999999999995,15.996259054819783,
44,Ryan Pepiot,TBA,RIGHT,SP,167.66666666666666,31,31,134,77,72,26,61,167,11,12,0,0,0,3.865,1.163,16,8,0.095,0.715,0.776,-0.506,-0.11,0.326,1.202,6.459,15.680655218558352,
45,Logan Gilbert,SEA,RIGHT,SP,131.0,25,25,104,53,50,20,31,173,6,6,0,0,0,3.435,1.030,10,2,0.076,-0.597,0.908,-0.506,0.353,1.041,1.199,6.4559999999999995,15.673372053106165,
46,Cade Horton,CHN,RIGHT,SP,118.0,22,23,95,40,35,10,33,97,11,4,0,0,0,2.670,1.085,8,7,0.068,0.715,-0.762,-0.506,1.023,0.648,1.118,6.375,15.47672658589712,
47,Brady Singer,CIN,RIGHT,SP,169.66666666666666,32,32,150,80,76,19,60,163,14,12,0,0,0,4.031,1.238,14,4,0.083,1.502,0.688,-0.506,-0.331,-0.244,1.109,6.366,15.45487708954056,
48,Quinn Priester,MIL,RIGHT,SP| RP,157.33333333333331,24,29,145,62,58,18,50,132,13,3,0,0,0,3.318,1.239,7,5,0.044,1.24,0.007,-0.506,0.568,-0.238,1.071,6.327999999999999,15.362623660479525,
49,Emilio Pagan,CIN,RIGHT,RP,68.66666666666667,0,70,41,26,22,10,22,81,2,4,32,0,0,2.884,0.917,3,1,0.044,-1.646,-1.113,2.411,0.481,0.897,1.03,6.287,15.263087065966305,
50,Kenley Jansen,ANA,RIGHT,RP,59.0,0,62,37,18,17,8,19,57,5,4,29,0,0,2.593,0.949,13,0,0.22,-0.859,-1.64,2.137,0.546,0.686,0.871,6.128,14.877079297000401,
51,Shota Imanaga,CHN,LEFT,SP,144.66666666666666,25,25,117,62,60,31,26,117,9,8,0,0,0,3.733,0.989,2,3,0.014,0.19,-0.322,-0.506,0.054,1.426,0.842,6.098999999999999,14.806675364295925,
52,Noah Cameron,KCA,LEFT,SP,138.33333333333331,24,24,109,46,46,18,43,114,9,7,0,0,0,2.993,1.099,2,2,0.014,0.19,-0.388,-0.506,0.85,0.672,0.818,6.074999999999999,14.748410040678431,
53,Zack Littell,CIN| TBA,RIGHT,SP,186.66666666666666,32,32,174,81,79,36,32,130,10,8,0,0,0,3.809,1.104,16,5,0.086,0.453,-0.037,-0.506,-0.041,0.866,0.735,5.992,14.546909129834596,
54,Trevor Megill,MIL,RIGHT,RP,47.0,0,50,36,16,13,3,17,60,6,3,30,0,0,2.489,1.128,9,0,0.191,-0.597,-1.574,2.228,0.473,0.167,0.698,5.955,14.457083422590957,
55,Raisel Iglesias,ATL,RIGHT,RP,67.33333333333334,0,70,51,25,24,8,16,73,4,6,29,0,0,3.208,0.995,5,1,0.074,-1.121,-1.289,2.137,0.301,0.643,0.671,5.928,14.391534933521275,
56,Ryne Nelson,ARI,RIGHT,SP| RP,154.0,23,33,124,62,58,17,41,132,7,3,1,0,0,3.390,1.071,1,1,0.006,-0.334,0.007,-0.415,0.47,0.939,0.667,5.9239999999999995,14.381824046251692,
57,Casey Mize,DET,RIGHT,SP,149.00000000000003,28,28,153,68,64,21,36,139,14,6,0,0,0,3.866,1.268,11,7,0.074,1.502,0.161,-0.506,-0.098,-0.422,0.637,5.894,14.308992391729824,
58,Jameson Taillon,CHN,RIGHT,SP,129.66666666666666,23,23,110,54,53,24,27,98,11,7,0,0,0,3.679,1.057,10,5,0.077,0.715,-0.74,-0.506,0.103,0.878,0.451,5.707999999999999,13.857436133694236,
59,Spencer Schwellenbach,ATL,RIGHT,SP,110.66666666666667,17,17,89,44,38,13,18,108,7,4,0,0,0,3.090,0.967,3,2,0.027,-0.334,-0.52,-0.506,0.596,1.199,0.434,5.691,13.816164862798512,
60,Brayan Bello,BOS,RIGHT,SP,166.66666666666666,28,29,147,71,62,16,59,124,11,9,0,0,0,3.348,1.236,16,6,0.096,0.715,-0.168,-0.506,0.563,-0.227,0.377,5.6339999999999995,13.67778471920696,
61,Mason Miller,ATH| SDN,RIGHT,RP,61.66666666666667,0,60,28,19,18,5,28,104,1,2,22,0,0,2.627,0.908,4,2,0.065,-1.909,-0.608,1.499,0.555,0.832,0.37,5.627,13.660790666485191,
62,Kris Bubic,KCA,LEFT,SP,116.33333333333334,20,20,98,38,33,6,39,116,8,7,0,0,0,2.553,1.178,2,3,0.017,-0.072,-0.344,-0.506,1.114,0.149,0.341,5.598,13.590386733780718,
63,Ronny Henriquez,MIA,RIGHT,RP,72.99999999999999,0,69,53,23,18,8,27,98,7,1,7,0,0,2.219,1.096,17,0,0.233,-0.334,-0.74,0.132,0.889,0.364,0.311,5.568,13.517555079258848,
64,Tanner Bibee,CLE,RIGHT,SP,182.33333333333331,31,31,170,93,86,27,54,162,12,11,0,0,0,4.245,1.228,17,4,0.093,0.978,0.666,-0.506,-0.66,-0.186,0.292,5.5489999999999995,13.471428364728332,
65,Dennis Santana,PIT,RIGHT,RP,70.33333333333333,0,70,44,18,17,5,17,60,4,5,16,0,0,2.175,0.867,3,3,0.043,-1.121,-1.574,0.952,0.881,1.079,0.216,5.473,13.286921506606264,
66,Will Vest,DET,RIGHT,RP,68.66666666666667,0,64,61,26,23,4,22,75,6,5,23,0,0,3.015,1.209,2,0,0.029,-0.597,-1.245,1.59,0.41,-0.009,0.151,5.4079999999999995,13.129119588475548,
67,Pete Fairbanks,TBA,RIGHT,RP,60.333333333333336,0,61,45,22,19,7,18,59,4,5,27,0,0,2.834,1.044,8,4,0.133,-1.121,-1.596,1.955,0.445,0.442,0.125,5.382,13.065998821223262,
68,Shawn Armstrong,TEX,RIGHT,RP,74.00000000000001,2,71,40,21,19,5,20,74,4,3,9,0,0,2.311,0.811,4,0,0.054,-1.121,-1.267,0.314,0.848,1.325,0.099,5.356,13.002878053970976,
69,Clay Holmes,NYN,RIGHT,SP,165.66666666666666,31,33,150,74,65,14,66,129,12,8,0,0,0,3.531,1.304,8,7,0.048,0.978,-0.059,-0.506,0.323,-0.734,0.001,5.258,12.764961315866206,
70,Eric Lauer,TOR,LEFT,SP| RP,104.66666666666666,15,28,90,39,37,15,26,102,9,2,0,0,0,3.182,1.108,9,2,0.086,0.19,-0.652,-0.506,0.489,0.463,-0.015,5.242,12.726117766787876,
71,Edward Cabrera,MIA,RIGHT,SP,137.66666666666666,26,26,121,60,54,17,48,150,8,7,0,0,0,3.530,1.228,35,4,0.254,-0.072,0.403,-0.506,0.269,-0.135,-0.041,5.215999999999999,12.662996999535588,
72,Jeffrey Springs,ATH,LEFT,SP,171.0,30,32,153,90,78,28,54,138,11,11,0,0,0,4.105,1.210,20,3,0.117,0.715,0.139,-0.506,-0.432,-0.035,-0.12,5.137,12.471206975961334,
73,Dean Kremer,BAL,RIGHT,SP,171.66666666666666,29,31,163,83,80,22,45,142,11,10,0,0,0,4.194,1.212,5,2,0.029,0.715,0.227,-0.506,-0.553,-0.044,-0.161,5.096,12.371670381448114,
74,Chris Bassitt,TOR,RIGHT,SP,170.33333333333331,31,32,174,80,75,22,52,166,11,9,0,0,0,3.963,1.327,14,3,0.082,0.715,0.754,-0.506,-0.241,-0.932,-0.211,5.045999999999999,12.250284290578332,
75,George Kirby,SEA,RIGHT,SP,126.0,23,23,121,60,59,15,29,137,10,8,0,0,0,4.214,1.190,9,3,0.071,0.453,0.117,-0.506,-0.426,0.089,-0.274,4.983,12.097337816082407,
76,Jack Leiter,TEX,RIGHT,SP,151.66666666666663,29,29,127,69,65,18,67,148,10,10,0,0,0,3.857,1.279,17,1,0.112,0.453,0.359,-0.506,-0.09,-0.502,-0.287,4.97,12.065777432456265,
77,Colin Rea,CHN,RIGHT,SP| RP,159.33333333333334,27,32,155,73,70,20,44,127,11,7,1,0,0,3.954,1.249,7,4,0.044,0.715,-0.103,-0.415,-0.215,-0.31,-0.328,4.928999999999999,11.966240837943042,
78,Abner Uribe,MIL,RIGHT,RP,75.33333333333331,0,75,51,18,14,4,27,90,3,2,7,0,0,1.673,1.035,0,1,0.0,-1.384,-0.915,0.132,1.239,0.582,-0.347,4.91,11.920114123412528,
79,Zac Gallen,ARI,RIGHT,SP,192.0,33,33,176,109,103,31,66,175,13,15,0,0,0,4.828,1.260,14,3,0.073,1.24,0.952,-0.506,-1.568,-0.473,-0.356,4.901,11.898264627055966,
80,Garrett Whitlock,BOS,RIGHT,RP,71.99999999999999,0,62,54,21,18,2,24,91,7,3,1,0,0,2.250,1.083,7,3,0.097,-0.334,-0.893,-0.415,0.86,0.4,-0.383,4.874,11.832716137986283,
81,Michael Wacha,KCA,RIGHT,SP,172.6666666666666,31,31,166,74,74,15,45,126,10,13,0,0,0,3.857,1.222,2,0,0.012,0.453,-0.124,-0.506,-0.103,-0.125,-0.406,4.851,11.776878536186185,
82,Lucas Giolito,BOS,RIGHT,SP,144.99999999999997,26,26,131,62,55,17,56,121,10,4,0,0,0,3.414,1.290,12,5,0.083,0.453,-0.234,-0.506,0.415,-0.549,-0.422,4.835,11.738034987107856,
83,Edwin Uceta,TBA,RIGHT,RP,75.99999999999999,0,70,62,33,32,11,27,103,10,3,1,0,0,3.789,1.171,10,2,0.132,0.453,-0.63,-0.415,-0.005,0.12,-0.477,4.779999999999999,11.604510287151095,
84,Clayton Kershaw,LAN,LEFT,SP,112.66666666666667,22,23,102,46,42,8,35,84,11,2,0,0,0,3.355,1.216,0,1,0.0,0.715,-1.047,-0.506,0.374,-0.051,-0.515,4.742,11.512256858090062,
85,Shane Smith,CHA,RIGHT,SP,146.33333333333334,29,29,117,70,62,17,58,145,7,8,0,0,0,3.813,1.196,14,1,0.096,-0.334,0.293,-0.506,-0.037,0.067,-0.518,4.739,11.504973692637876,
86,Dylan Cease,SDN,RIGHT,SP,168.0,32,32,152,91,85,21,71,215,8,12,0,0,0,4.554,1.327,12,4,0.071,-0.072,1.831,-0.506,-1.012,-0.924,-0.684,4.5729999999999995,11.1019718709502,
87,Emmet Sheehan,LAN,RIGHT,SP| RP,73.33333333333333,12,15,49,29,23,7,22,89,6,3,0,0,0,2.823,0.968,0,3,0.0,-0.597,-0.937,-0.506,0.548,0.79,-0.702,4.555,11.05827287823708,
88,Kyle Finnegan,DET| WAS,RIGHT,RP,57.00000000000001,0,56,45,24,22,4,18,55,4,4,24,0,0,3.474,1.105,6,4,0.105,-1.121,-1.684,1.681,0.137,0.26,-0.727,4.529999999999999,10.997579832802188,
89,Brandon Woodruff,MIL,RIGHT,SP,64.66666666666666,12,12,45,26,23,9,14,83,7,2,0,0,0,3.201,0.912,6,0,0.093,-0.334,-1.069,-0.506,0.292,0.86,-0.757,4.5,10.924748178280321,
90,Jason Adam,SDN,RIGHT,RP,65.33333333333333,0,65,50,18,14,4,25,70,8,4,0,0,0,1.929,1.148,12,1,0.184,-0.072,-1.355,-0.506,0.944,0.172,-0.818,4.439,10.776657147419188,
91,Bryan Abreu,HOU,RIGHT,RP,71.0,0,70,51,18,18,4,31,105,3,4,7,0,0,2.282,1.155,10,2,0.141,-1.384,-0.586,0.132,0.83,0.164,-0.844,4.412999999999999,10.7135363801669,
92,Emmanuel Clase,CLE,RIGHT,RP,47.333333333333336,0,48,46,20,17,2,12,47,5,3,24,0,0,3.232,1.225,7,1,0.148,-0.859,-1.86,1.681,0.202,-0.041,-0.876,4.380999999999999,10.63584928201024,
93,Brad Keller,CHN,RIGHT,RP,69.66666666666667,1,68,45,18,16,4,22,75,4,2,3,0,0,2.067,0.962,0,0,0.0,-1.121,-1.245,-0.233,0.931,0.771,-0.897,4.359999999999999,10.584867123844932,
94,Jack Flaherty,DET,RIGHT,SP,161.0,31,31,147,85,83,23,59,188,8,15,0,0,0,4.640,1.280,7,2,0.043,-0.072,1.237,-0.506,-1.078,-0.536,-0.955,4.302,10.444059258435985,
95,Eduard Bazardo,SEA,RIGHT,RP,78.66666666666667,0,73,53,23,22,9,27,82,5,0,0,0,0,2.517,1.017,7,0,0.089,-0.859,-1.091,-0.506,0.775,0.674,-1.007,4.25,10.317817723931414,
96,Nick Martinez,CIN,RIGHT,SP| RP,165.66666666666669,26,40,158,86,82,22,42,116,11,14,0,0,0,4.455,1.207,12,6,0.072,0.715,-0.344,-0.506,-0.87,-0.009,-1.015,4.242,10.29839594939225,
97,Eury Perez,MIA,RIGHT,SP,95.33333333333334,20,20,68,47,45,12,32,105,7,6,0,0,0,4.248,1.049,15,4,0.157,-0.334,-0.586,-0.506,-0.347,0.678,-1.096,4.161,10.101750482183203,
98,Tyler Mahle,TEX,RIGHT,SP,86.66666666666667,16,16,69,21,21,5,29,66,6,4,0,0,0,2.181,1.131,2,1,0.023,-0.597,-1.442,-0.506,1.081,0.295,-1.169,4.087999999999999,9.92452678951332,
99,Devin Williams,NYA,RIGHT,RP,62.0,0,67,45,37,33,5,25,90,4,6,18,0,0,4.790,1.129,12,1,0.194,-1.121,-0.915,1.135,-0.488,0.216,-1.174,4.083,9.912388180426344,
100,Gabe Speier,SEA,LEFT,RP,61.999999999999986,0,76,43,19,18,5,11,82,4,3,0,0,0,2.613,0.871,9,1,0.145,-1.121,-1.091,-0.506,0.565,0.941,-1.213,4.044,9.817707029547913,
101,Kodai Senga,NYN,RIGHT,SP,113.33333333333334,22,22,94,44,38,12,55,109,7,6,0,0,0,3.018,1.315,5,6,0.044,-0.334,-0.498,-0.506,0.675,-0.558,-1.222,4.035,9.795857533191354,
102,Matt Svanson,SLN,RIGHT,RP,60.333333333333336,0,39,33,14,13,3,20,68,4,0,0,0,0,1.939,0.878,1,0,0.017,-1.121,-1.399,-0.506,0.866,0.895,-1.265,3.992,9.691465495043342,
103,Mike Vasil,CHA,RIGHT,SP| RP,101.00000000000001,3,47,74,32,28,8,52,82,5,3,4,0,0,2.495,1.248,24,3,0.238,-0.859,-1.091,-0.142,1.013,-0.19,-1.269,3.9879999999999995,9.681754607773758,
104,Tyler Glasnow,LAN,RIGHT,SP,90.33333333333333,18,18,56,33,32,10,43,106,4,3,0,0,0,3.188,1.096,10,0,0.111,-1.121,-0.564,-0.506,0.418,0.45,-1.324,3.933,9.548229907817,
105,Aaron Ashby,MIL,LEFT,RP,66.66666666666664,1,43,54,16,16,3,24,76,5,2,3,0,0,2.160,1.170,7,1,0.105,-0.859,-1.223,-0.233,0.843,0.109,-1.363,3.8939999999999997,9.45354875693857,
106,Alex Vesia,LAN,LEFT,RP,59.66666666666667,0,68,37,21,20,9,22,80,4,2,5,0,0,3.017,0.989,4,4,0.067,-1.121,-1.135,-0.051,0.356,0.587,-1.364,3.893,9.451121035121174,
107,Jose Berrios,TOR,RIGHT,SP,166.00000000000006,30,31,160,86,77,26,56,138,9,5,0,0,0,4.175,1.301,13,3,0.078,0.19,0.139,-0.506,-0.51,-0.716,-1.402,3.8549999999999995,9.35886760606014,
108,Steven Okert,HOU,LEFT,RP,71.66666666666669,1,68,45,25,24,6,19,84,3,2,1,0,0,3.014,0.893,8,1,0.112,-1.384,-1.047,-0.415,0.429,1.016,-1.402,3.8549999999999995,9.35886760606014,
109,Phil Maton,SLN| TEX,RIGHT,RP,61.33333333333333,0,63,42,21,19,3,23,81,4,5,5,0,0,2.788,1.060,8,1,0.13,-1.121,-1.113,-0.051,0.475,0.406,-1.404,3.8529999999999998,9.354012162425349,
110,Adrian Houser,CHA| TBA,RIGHT,SP,125.0,21,21,122,49,46,10,38,92,8,5,0,0,0,3.312,1.280,7,2,0.056,-0.072,-0.871,-0.506,0.457,-0.419,-1.412,3.8449999999999998,9.334590387886184,
111,Randy Rodriguez,SFN,RIGHT,RP,50.666666666666664,0,50,34,12,10,4,11,67,3,5,4,0,0,1.776,0.888,7,2,0.138,-1.384,-1.421,-0.142,0.792,0.73,-1.425,3.832,9.303030004260041,
112,Jose Quintana,MIL,LEFT,SP,131.66666666666666,24,24,120,65,58,18,50,89,11,7,0,0,0,3.965,1.291,9,2,0.068,0.715,-0.937,-0.506,-0.188,-0.508,-1.425,3.832,9.303030004260041,
113,Daniel Palencia,CHN,RIGHT,RP,52.66666666666667,0,54,44,19,17,5,16,61,1,6,22,0,0,2.905,1.139,4,0,0.076,-1.909,-1.552,1.499,0.36,0.159,-1.443,3.8139999999999996,9.25933101154692,
114,Tyler Rogers,NYN| SFN,RIGHT,RP,77.33333333333334,0,81,66,20,17,4,7,48,4,6,0,0,0,1.978,0.944,5,0,0.065,-1.121,-1.838,-0.506,1.087,0.918,-1.461,3.7959999999999994,9.215632018833798,
115,Shane Baz,TBA,RIGHT,SP,166.33333333333334,31,31,158,91,90,26,64,176,10,12,0,0,0,4.870,1.335,20,2,0.12,0.453,0.974,-0.506,-1.412,-0.97,-1.461,3.7959999999999994,9.215632018833798,
116,Will Warren,NYA,RIGHT,SP,162.33333333333334,33,33,158,90,80,22,65,171,9,8,0,0,0,4.435,1.374,6,2,0.037,0.19,0.864,-0.506,-0.828,-1.233,-1.514,3.7429999999999994,9.08696276251183,
117,Braydon Fisher,TOR,RIGHT,RP,50.000000000000014,1,52,32,15,15,4,19,62,7,0,0,0,0,2.700,1.020,6,1,0.12,-0.334,-1.53,-0.506,0.421,0.421,-1.528,3.7289999999999996,9.052974657068292,
118,Bryan King,HOU,LEFT,RP,68.0,0,68,60,21,21,10,11,69,5,4,2,0,0,2.779,1.044,1,0,0.015,-0.859,-1.377,-0.324,0.531,0.499,-1.53,3.7269999999999994,9.0481192134335,
119,Jeremiah Estrada,SDN,RIGHT,RP,72.99999999999999,0,77,58,31,28,12,27,108,4,5,3,0,0,3.452,1.164,4,0,0.055,-1.121,-0.52,-0.233,0.187,0.138,-1.549,3.7079999999999997,9.001992498902984,
120,Luke Weaver,NYA,RIGHT,RP,64.66666666666666,0,64,46,28,26,10,20,72,4,4,8,0,0,3.619,1.021,2,1,0.031,-1.121,-1.311,0.223,0.082,0.543,-1.584,3.6729999999999996,8.917022235294136,
