,Name,Team,L/R,POS,IP,GS,GP,HA,R,ER,HR,BB,K,W,L,S,HD,BS,ERA,WHIP,SB,CS,SBP,W-Z,K-Z,S-Z,ERA-Z,WHIP-Z,Z-SUM,Z-SUM-A,ACV,
121,Tanner Banks,PHI,LEFT,RP,67.33333333333334,1,69,56,24,23,9,12,61,6,2,1,0,0,3.074,1.010,4,0,0.059,-0.597,-1.552,-0.415,0.371,0.598,-1.595,3.662,8.890317295302784,
122,Joey Cantillo,CLE,LEFT,SP| RP,95.33333333333331,13,34,78,39,34,10,42,108,5,3,1,0,0,3.210,1.259,4,2,0.042,-0.859,-0.52,-0.415,0.425,-0.228,-1.597,3.6599999999999997,8.885461851667992,
123,Lucas Erceg,KCA,RIGHT,RP,61.333333333333336,0,61,54,19,18,4,18,48,8,4,2,0,0,2.641,1.174,3,0,0.049,-0.072,-1.838,-0.324,0.545,0.089,-1.6,3.6569999999999996,8.878178686215806,
124,Lake Bachar,MIA,RIGHT,RP,70.99999999999999,1,53,55,34,31,10,30,75,8,2,3,0,0,3.930,1.197,4,0,0.056,-0.072,-1.245,-0.233,-0.082,0.028,-1.604,3.6529999999999996,8.868467798946224,
125,Garrett Cleavinger,TBA,LEFT,RP,61.33333333333333,0,67,40,17,16,9,18,82,2,6,2,0,0,2.348,0.946,2,3,0.033,-1.646,-1.091,-0.324,0.685,0.723,-1.653,3.6039999999999996,8.749509429893838,
126,Mitch Keller,PIT,RIGHT,SP,176.33333333333334,32,32,171,91,82,21,51,150,6,15,0,0,0,4.185,1.259,23,3,0.13,-0.597,0.403,-0.506,-0.556,-0.423,-1.679,3.5779999999999994,8.686388662641551,
127,Jose Soriano,ANA,RIGHT,SP,169.0,31,31,158,89,80,12,78,152,10,11,0,0,0,4.260,1.396,5,1,0.03,0.453,0.447,-0.506,-0.632,-1.458,-1.697,3.5599999999999996,8.64268966992843,
128,Camilo Doval,NYA| SFN,RIGHT,RP,65.33333333333334,0,69,51,34,26,4,35,72,4,3,16,0,0,3.582,1.316,11,1,0.168,-1.121,-1.311,0.952,0.102,-0.327,-1.705,3.5519999999999996,8.623267895389265,
129,Pablo Lopez,MIN,RIGHT,SP,75.66666666666666,14,14,64,28,23,6,20,73,5,4,0,0,0,2.736,1.110,10,2,0.132,-0.859,-1.289,-0.506,0.617,0.329,-1.709,3.5479999999999996,8.613557008119683,
130,Shelby Miller,ARI| MIL,RIGHT,RP,46.0,0,48,33,17,14,5,15,54,4,3,10,0,0,2.739,1.044,8,1,0.174,-1.121,-1.706,0.405,0.374,0.339,-1.71,3.5469999999999997,8.611129286302287,
131,Seth Lugo,KCA,RIGHT,SP,145.33333333333337,26,26,133,70,67,27,55,125,8,7,0,0,0,4.149,1.294,4,7,0.028,-0.072,-0.146,-0.506,-0.417,-0.577,-1.719,3.5379999999999994,8.589279789945726,
132,Ryan Walker,SFN,RIGHT,RP,61.33333333333334,0,68,60,32,28,4,18,60,5,7,17,0,0,4.109,1.272,0,1,0.0,-0.859,-1.574,1.043,-0.157,-0.183,-1.729,3.5279999999999996,8.565002571771771,
133,Jared Koenig,MIL,LEFT,RP,66.0,0,72,57,21,21,6,20,68,6,1,2,0,0,2.864,1.167,1,3,0.015,-0.597,-1.399,-0.324,0.472,0.118,-1.73,3.5269999999999997,8.562574849954375,
134,David Peterson,NYN,LEFT,SP,168.66666666666669,30,30,166,84,79,11,65,150,9,6,0,0,0,4.215,1.370,4,1,0.024,0.19,0.403,-0.506,-0.571,-1.25,-1.734,3.5229999999999997,8.552863962684793,
135,MacKenzie Gore,WAS,LEFT,SP,159.66666666666669,30,30,152,75,74,20,64,185,5,15,0,0,0,4.171,1.353,13,9,0.081,-0.859,1.172,-0.506,-0.486,-1.062,-1.742,3.5149999999999997,8.533442188145628,
136,Jacob Lopez,ATH,LEFT,SP| RP,92.66666666666667,17,21,81,47,42,15,37,113,7,7,0,0,0,4.079,1.273,8,3,0.086,-0.334,-0.41,-0.506,-0.215,-0.283,-1.749,3.5079999999999996,8.516448135423857,
137,Jack Dreyer,LAN,LEFT,SP| RP,76.33333333333333,5,67,56,26,25,4,24,74,3,2,4,0,0,2.948,1.048,5,2,0.066,-1.384,-1.267,-0.142,0.496,0.546,-1.75,3.5069999999999997,8.514020413606461,
138,Greg Weissert,BOS,RIGHT,RP,67.00000000000001,0,72,57,27,21,6,21,57,6,6,4,0,0,2.821,1.164,6,3,0.09,-0.597,-1.64,-0.142,0.502,0.127,-1.75,3.5069999999999997,8.514020413606461,
139,Slade Cecconi,CLE,RIGHT,SP,132.0,23,23,125,66,63,24,32,109,7,7,0,0,0,4.295,1.189,3,1,0.023,-0.334,-0.498,-0.506,-0.53,0.099,-1.769,3.4879999999999995,8.467893699075946,
140,Calvin Faucher,MIA,RIGHT,RP,60.333333333333336,0,65,53,27,22,8,24,59,4,4,15,0,0,3.282,1.276,4,0,0.066,-1.121,-1.596,0.861,0.235,-0.192,-1.814,3.4429999999999996,8.358646217293142,
141,Bennett Sousa,HOU,LEFT,RP,50.66666666666667,0,44,37,18,16,4,15,59,5,1,4,0,0,2.842,1.026,11,0,0.217,-0.859,-1.596,-0.142,0.371,0.412,-1.814,3.4429999999999996,8.358646217293142,
142,JoJo Romero,SLN,LEFT,RP,61.00000000000001,0,65,47,21,14,2,29,55,4,6,8,0,0,2.066,1.246,4,1,0.066,-1.121,-1.684,0.223,0.816,-0.11,-1.877,3.38,8.205699742797218,
143,Orion Kerkering,PHI,RIGHT,RP,60.00000000000001,0,69,55,28,22,6,27,65,8,4,4,0,0,3.300,1.367,5,0,0.083,-0.072,-1.464,-0.142,0.225,-0.437,-1.89,3.367,8.174139359171075,
144,Robert Garcia,TEX,LEFT,RP,63.99999999999999,0,71,58,26,21,8,22,68,4,8,9,0,0,2.953,1.250,3,2,0.047,-1.121,-1.399,0.314,0.413,-0.128,-1.92,3.3369999999999997,8.101307704649205,
145,Tyler Holton,DET,LEFT,SP| RP,78.66666666666666,6,70,65,34,32,15,17,64,6,5,0,0,0,3.661,1.042,3,0,0.038,-0.597,-1.486,-0.506,0.074,0.583,-1.933,3.324,8.069747321023064,
146,Tony Santillan,CIN,RIGHT,RP,73.66666666666667,0,80,53,23,20,7,29,75,1,5,7,0,0,2.443,1.113,1,3,0.014,-1.909,-1.245,0.132,0.768,0.31,-1.943,3.3139999999999996,8.045470102849107,
147,Brandon Pfaadt,ARI,RIGHT,SP,176.66666666666666,33,33,198,107,103,26,37,147,13,9,0,0,0,5.247,1.330,13,2,0.074,1.24,0.337,-0.506,-2.02,-0.994,-1.943,3.3139999999999996,8.045470102849107,
148,Simeon Woods Richardson,MIN,RIGHT,SP,111.33333333333334,22,23,96,53,50,17,46,107,7,4,0,0,0,4.042,1.275,8,5,0.072,-0.334,-0.542,-0.506,-0.227,-0.35,-1.959,3.2979999999999996,8.006626553770776,
149,Andrew Kittredge,BAL| CHN,RIGHT,RP,53.0,0,54,41,22,20,7,11,64,4,3,5,0,0,3.396,0.981,8,0,0.151,-1.121,-1.486,-0.051,0.159,0.54,-1.96,3.2969999999999997,8.004198831953381,
150,Yusei Kikuchi,ANA,LEFT,SP,178.33333333333331,33,33,180,87,79,24,74,174,7,11,0,0,0,3.987,1.424,11,5,0.062,-0.334,0.93,-0.506,-0.286,-1.764,-1.961,3.2959999999999994,8.001771110135984,
151,Steven Matz,BOS| SLN,LEFT,RP,76.66666666666667,2,53,73,31,26,8,11,59,5,2,2,0,0,3.052,1.096,1,1,0.013,-0.859,-1.596,-0.324,0.436,0.383,-1.961,3.2959999999999994,8.001771110135984,
152,Jacob Webb,TEX,RIGHT,RP,66.00000000000001,0,55,49,24,22,10,19,58,5,4,1,0,0,3.000,1.030,8,1,0.121,-0.859,-1.618,-0.415,0.402,0.525,-1.965,3.292,7.992060222866403,
153,Jordan Leasure,CHA,RIGHT,RP,64.33333333333333,1,68,49,30,28,12,30,81,5,6,7,0,0,3.917,1.228,5,2,0.078,-0.859,-1.113,0.132,-0.068,-0.064,-1.973,3.284,7.9726384483272374,
154,Matthew Liberatore,SLN,LEFT,SP,151.66666666666666,29,29,158,79,71,19,40,122,8,12,0,0,0,4.213,1.306,22,4,0.145,-0.072,-0.212,-0.506,-0.511,-0.684,-1.985,3.2719999999999994,7.9435057865184895,
155,Nolan McLean,NYN,RIGHT,SP,48.0,8,8,34,13,11,4,16,57,5,1,0,0,0,2.062,1.042,0,3,0.0,-0.859,-1.64,-0.506,0.643,0.357,-2.005,3.252,7.894951350170578,
156,Stephen Kolek,KCA| SDN,RIGHT,SP,112.66666666666667,19,19,98,49,44,9,31,77,5,7,0,0,0,3.515,1.145,3,2,0.027,-0.859,-1.201,-0.506,0.234,0.311,-2.021,3.2359999999999998,7.856107801092247,
157,Felix Bautista,BAL,RIGHT,RP,34.666666666666664,0,35,16,10,10,3,23,50,1,1,19,0,0,2.596,1.125,10,1,0.288,-1.909,-1.794,1.226,0.32,0.127,-2.029,3.2279999999999998,7.836686026553083,
158,Caleb Thielbar,CHN,LEFT,RP,58.00000000000001,0,67,38,17,17,5,13,56,3,4,1,0,0,2.638,0.879,2,1,0.034,-1.384,-1.662,-0.415,0.517,0.858,-2.086,3.171,7.698305882961532,
159,Matt Strahm,PHI,LEFT,RP,62.33333333333333,0,66,47,22,19,5,20,70,2,3,6,0,0,2.743,1.075,3,0,0.048,-1.646,-1.355,0.041,0.504,0.37,-2.086,3.171,7.698305882961532,
160,Blake Snell,LAN,LEFT,SP,61.333333333333336,11,11,51,21,16,3,26,72,5,4,0,0,0,2.348,1.255,6,5,0.098,-0.859,-1.311,-0.506,0.685,-0.137,-2.128,3.1289999999999996,7.596341566630915,
161,Tyler Kinley,ATL| COL,RIGHT,RP,72.66666666666667,0,73,53,35,32,6,33,73,6,3,3,0,0,3.963,1.183,12,0,0.165,-0.597,-1.289,-0.233,-0.103,0.074,-2.148,3.1089999999999995,7.547787130283003,
162,Chad Patrick,MIL,RIGHT,SP| RP,119.66666666666664,23,27,113,49,47,13,40,127,3,8,0,0,0,3.535,1.279,6,6,0.05,-1.384,-0.103,-0.506,0.23,-0.393,-2.156,3.1009999999999995,7.528365355743837,
163,Janson Junk,MIA,RIGHT,SP| RP,110.00000000000001,16,21,112,54,51,8,13,77,6,4,1,0,0,4.173,1.136,12,2,0.109,-0.597,-1.201,-0.415,-0.336,0.347,-2.202,3.0549999999999997,7.416690152143639,
164,Justin Sterner,ATH,RIGHT,RP,65.0,1,59,47,24,23,10,21,70,4,3,0,0,0,3.185,1.046,14,4,0.215,-1.121,-1.355,-0.506,0.302,0.471,-2.21,3.0469999999999997,7.397268377604474,
165,Sandy Alcantara,MIA,RIGHT,SP,174.66666666666666,31,31,165,107,104,22,57,142,11,12,0,0,0,5.359,1.271,35,1,0.2,0.715,0.227,-0.506,-2.149,-0.514,-2.227,3.03,7.355997106708749,
166,Clarke Schmidt,NYA,RIGHT,SP,78.66666666666666,14,14,56,29,29,9,30,73,4,4,0,0,0,3.318,1.093,6,1,0.076,-1.121,-1.289,-0.506,0.284,0.402,-2.231,3.026,7.3462862194391665,
167,Dylan Lee,ATL,LEFT,RP,68.33333333333336,0,74,53,27,25,13,14,76,2,4,2,0,0,3.293,0.981,2,1,0.029,-1.646,-1.223,-0.324,0.26,0.698,-2.235,3.022,7.336575332169583,
168,Cam Schlittler,NYA,RIGHT,SP,72.99999999999999,14,14,58,24,24,8,31,84,4,3,0,0,0,2.959,1.219,10,2,0.137,-1.121,-1.047,-0.506,0.468,-0.044,-2.251,3.006,7.297731783091254,
169,Bryan Baker,BAL| TBA,RIGHT,RP,68.66666666666666,0,73,59,33,31,13,17,83,4,4,3,0,0,4.063,1.107,6,1,0.087,-1.121,-1.069,-0.233,-0.151,0.309,-2.266,2.9909999999999997,7.261315955830319,
170,Kyle Leahy,SLN,RIGHT,RP,87.99999999999999,1,62,80,32,30,5,28,80,4,2,1,0,0,3.068,1.227,2,2,0.023,-1.121,-1.135,-0.415,0.489,-0.085,-2.267,2.9899999999999998,7.2588882340129235,
171,Davis Martin,CHA,RIGHT,SP,142.66666666666666,25,26,136,74,65,20,48,104,7,10,0,0,0,4.101,1.290,14,5,0.098,-0.334,-0.608,-0.506,-0.355,-0.541,-2.345,2.9119999999999995,7.069525932256064,
172,Hurston Waldrep,ATL,RIGHT,SP,56.33333333333333,9,10,45,18,18,3,22,55,6,1,0,0,0,2.876,1.189,8,3,0.142,-0.597,-1.684,-0.506,0.398,0.042,-2.347,2.9099999999999997,7.064670488621273,
173,Mike King,SDN,RIGHT,SP,73.33333333333333,15,15,62,31,28,12,26,76,5,3,0,0,0,3.436,1.200,0,1,0.0,-0.859,-1.223,-0.506,0.197,0.02,-2.371,2.8859999999999997,7.006405165003778,
174,Louis Varland,MIN| TOR,RIGHT,RP,72.66666666666666,1,74,65,27,24,6,22,75,4,3,0,0,0,2.973,1.197,6,3,0.083,-1.121,-1.245,-0.506,0.458,0.029,-2.386,2.8709999999999996,6.9699893377428435,
175,Luis Severino,ATH,RIGHT,SP,162.6666666666667,29,29,162,93,82,16,50,124,8,11,0,0,0,4.537,1.303,10,2,0.061,-0.072,-0.168,-0.506,-0.959,-0.717,-2.422,2.8349999999999995,6.8825913523166005,
176,Nick Mears,MIL,RIGHT,RP,56.66666666666664,0,63,42,25,22,7,13,46,5,3,1,0,0,3.494,0.971,2,2,0.035,-0.859,-1.882,-0.415,0.127,0.604,-2.425,2.832,6.875308186864415,
177,Brock Burke,ANA,LEFT,RP,61.66666666666667,1,69,58,24,23,8,18,52,7,1,0,0,0,3.357,1.232,4,2,0.065,-0.334,-1.75,-0.506,0.204,-0.074,-2.461,2.796,6.787910201438172,
178,Tanner Scott,LAN,LEFT,RP,57.0,0,61,54,33,30,11,18,60,1,4,23,0,0,4.737,1.263,1,1,0.018,-1.909,-1.574,1.59,-0.425,-0.148,-2.465,2.792,6.77819931416859,
179,Riley O'Brien,SLN,RIGHT,RP,48.0,0,42,33,13,11,2,22,45,3,1,6,0,0,2.062,1.146,2,1,0.042,-1.384,-1.904,0.041,0.643,0.131,-2.473,2.784,6.758777539629424,
180,Seranthony Dominguez,BAL| TOR,RIGHT,RP,62.66666666666667,0,67,44,30,22,5,36,79,4,4,2,0,0,3.160,1.277,19,4,0.303,-1.121,-1.157,-0.324,0.304,-0.2,-2.499,2.7579999999999996,6.695656772377138,
181,Brendon Little,TOR,LEFT,RP,68.33333333333334,0,79,48,28,23,2,45,91,4,2,1,0,0,3.029,1.361,2,4,0.029,-1.121,-0.893,-0.415,0.401,-0.48,-2.509,2.7479999999999998,6.671379554203182,
182,Braxton Ashcraft,PIT,RIGHT,SP| RP,69.66666666666666,8,26,63,22,21,3,24,71,4,4,0,0,0,2.713,1.249,5,3,0.072,-1.121,-1.333,-0.506,0.58,-0.135,-2.515,2.7419999999999995,6.6568132232988075,
183,Keegan Akin,BAL,LEFT,SP| RP,63.33333333333333,3,64,54,28,24,10,33,59,5,4,8,0,0,3.410,1.374,2,1,0.032,-0.859,-1.596,0.223,0.183,-0.481,-2.531,2.7259999999999995,6.617969674220477,
184,Anthony Bender,MIA,RIGHT,RP,50.0,0,51,32,13,12,3,21,42,3,5,4,0,0,2.160,1.060,11,1,0.22,-1.384,-1.97,-0.142,0.632,0.331,-2.533,2.7239999999999998,6.613114230585687,
185,Brant Hurter,DET,LEFT,SP| RP,62.999999999999986,4,43,57,26,17,4,27,68,4,3,2,0,0,2.429,1.333,9,3,0.143,-1.121,-1.399,-0.324,0.664,-0.363,-2.543,2.7139999999999995,6.58883701241173,
186,Carmen Mlodzinski,PIT,RIGHT,SP| RP,99.00000000000001,12,34,102,42,39,8,27,89,5,8,0,0,0,3.546,1.303,2,2,0.02,-0.859,-0.937,-0.506,0.182,-0.435,-2.556,2.7009999999999996,6.557276628785587,
187,Tomoyuki Sugano,BAL,RIGHT,SP,157.00000000000003,30,30,173,85,81,33,36,106,10,10,0,0,0,4.643,1.331,8,4,0.051,0.453,-0.564,-0.506,-1.056,-0.891,-2.564,2.6929999999999996,6.537854854246422,
188,Yariel Rodriguez,TOR,RIGHT,RP,73.00000000000003,1,66,50,26,25,8,34,66,3,2,2,0,0,3.082,1.151,6,0,0.082,-1.384,-1.442,-0.324,0.398,0.183,-2.57,2.687,6.523288523342049,
189,Jimmy Herget,COL,RIGHT,RP,83.33333333333334,0,59,72,24,23,6,26,81,1,2,0,0,0,2.484,1.176,6,3,0.072,-1.909,-1.113,-0.506,0.843,0.113,-2.572,2.6849999999999996,6.518433079707257,
190,Spencer Strider,ATL,RIGHT,SP,125.33333333333333,23,23,124,63,62,20,51,131,7,14,0,0,0,4.452,1.396,15,6,0.12,-0.334,-0.015,-0.506,-0.656,-1.08,-2.592,2.6649999999999996,6.469878643359344,
191,Reid Detmers,ANA,LEFT,RP,63.666666666666664,0,61,58,29,28,6,25,80,5,3,3,0,0,3.958,1.304,4,2,0.063,-0.859,-1.135,-0.233,-0.088,-0.282,-2.597,2.6599999999999997,6.4577400342723665,
192,Jose Ferrer,WAS,LEFT,RP,76.33333333333333,0,72,81,41,38,5,16,71,4,4,11,0,0,4.480,1.271,3,1,0.039,-1.121,-1.333,0.496,-0.416,-0.224,-2.598,2.659,6.455312312454971,
193,Ryan Helsley,NYN| SLN,RIGHT,RP,56.0,0,58,61,32,28,8,25,63,3,4,21,0,0,4.500,1.536,6,2,0.107,-1.384,-1.508,1.408,-0.314,-0.836,-2.635,2.622,6.365486605211333,
194,Anthony Banda,LAN,LEFT,RP,64.99999999999999,1,71,45,23,23,8,34,61,5,1,0,0,0,3.185,1.215,9,2,0.138,-0.859,-1.552,-0.506,0.302,-0.028,-2.643,2.614,6.346064830672168,
195,Justin Verlander,SFN,RIGHT,SP,152.0,29,29,155,74,65,16,52,137,4,11,0,0,0,3.849,1.362,13,7,0.086,-1.121,0.117,-0.506,-0.08,-1.073,-2.664,2.5929999999999995,6.295082672506859,
196,Michael Lorenzen,KCA,RIGHT,SP,141.66666666666663,26,27,149,76,73,25,39,127,7,11,0,0,0,4.638,1.327,8,2,0.056,-0.334,-0.103,-0.506,-0.946,-0.777,-2.666,2.5909999999999997,6.290227228872069,
197,JP Sears,ATH| SDN,LEFT,SP,135.66666666666666,27,27,143,79,76,30,36,117,9,11,0,0,0,5.042,1.319,4,4,0.029,0.19,-0.322,-0.506,-1.334,-0.697,-2.669,2.5879999999999996,6.282944063419881,
198,Victor Vodnik,COL,RIGHT,RP,50.666666666666664,0,52,45,19,17,4,26,49,4,3,10,0,0,3.020,1.401,0,2,0.0,-1.121,-1.816,0.405,0.301,-0.448,-2.68,2.5769999999999995,6.256239123428529,
199,Wandy Peralta,SDN,LEFT,RP,71.6666666666667,1,71,66,29,25,5,30,63,6,1,0,0,0,3.139,1.339,6,1,0.084,-0.597,-1.508,-0.506,0.358,-0.434,-2.687,2.57,6.239245070706761,
200,Grant Holmes,ATL,RIGHT,SP,115.0,21,22,100,52,51,16,54,123,4,9,0,0,0,3.991,1.339,2,1,0.017,-1.121,-0.19,-0.506,-0.189,-0.694,-2.7,2.5569999999999995,6.207684687080617,
201,Corbin Burnes,ARI,RIGHT,SP,64.33333333333333,11,11,49,23,19,7,26,63,3,2,0,0,0,2.658,1.166,2,1,0.031,-1.384,-1.508,-0.506,0.563,0.117,-2.718,2.5389999999999997,6.163985694367495,
202,Tyler Phillips,MIA,RIGHT,RP,77.66666666666667,1,54,65,26,24,8,24,52,2,1,4,0,0,2.781,1.146,1,0,0.013,-1.646,-1.75,-0.142,0.606,0.211,-2.721,2.5359999999999996,6.156702528915308,
203,Sean Newcomb,ATH| BOS,LEFT,SP| RP,92.33333333333334,5,48,94,36,28,5,31,91,2,5,2,0,0,2.729,1.354,7,3,0.076,-1.646,-0.893,-0.324,0.757,-0.618,-2.725,2.5319999999999996,6.146991641645726,
204,Logan Allen,CLE,LEFT,SP,156.66666666666666,29,30,157,84,74,18,62,122,8,11,0,0,0,4.251,1.398,8,10,0.051,-0.072,-0.212,-0.506,-0.574,-1.362,-2.727,2.53,6.1421361980109355,
205,Patrick Corbin,TEX,LEFT,SP,155.33333333333331,30,31,161,79,76,21,51,131,7,11,0,0,0,4.403,1.365,26,4,0.167,-0.334,-0.015,-0.506,-0.754,-1.117,-2.727,2.53,6.1421361980109355,
206,Kyle Hendricks,ANA,RIGHT,SP,164.66666666666669,31,31,167,92,87,25,43,114,8,10,0,0,0,4.755,1.275,24,2,0.146,-0.072,-0.388,-0.506,-1.251,-0.517,-2.734,2.5229999999999997,6.125142145289166,
207,Ben Casparius,LAN,RIGHT,SP| RP,77.66666666666664,3,46,78,41,40,8,21,71,7,5,2,0,0,4.635,1.275,8,3,0.103,-0.334,-1.333,-0.324,-0.517,-0.242,-2.75,2.5069999999999997,6.086298596210836,
208,Hunter Gaddis,CLE,RIGHT,RP,66.66666666666666,0,73,58,24,23,8,21,73,2,2,3,0,0,3.105,1.185,6,1,0.09,-1.646,-1.289,-0.233,0.351,0.063,-2.753,2.5039999999999996,6.079015430758648,
209,Jacob Misiorowski,MIL,RIGHT,SP,66.0,14,15,51,34,32,8,31,87,5,3,0,0,0,4.364,1.242,1,1,0.015,-0.859,-0.981,-0.506,-0.3,-0.109,-2.755,2.502,6.074159987123857,
210,Justin Wrobleski,LAN,LEFT,RP,66.66666666666666,2,24,65,34,32,6,17,76,5,5,2,0,0,4.320,1.230,6,1,0.09,-0.859,-1.223,-0.324,-0.28,-0.072,-2.759,2.4979999999999998,6.064449099854275,
211,Reese Olson,DET,RIGHT,SP,68.66666666666667,13,13,58,24,24,5,25,65,4,4,0,0,0,3.146,1.209,4,2,0.058,-1.121,-1.464,-0.506,0.34,-0.009,-2.761,2.4959999999999996,6.059593656219484,
212,Drew Pomeranz,CHN,LEFT,SP| RP,49.66666666666666,4,57,38,14,12,5,15,57,2,2,1,0,0,2.175,1.067,5,1,0.101,-1.646,-1.64,-0.415,0.622,0.312,-2.767,2.4899999999999998,6.04502732531511,
213,Jacob Latz,TEX,LEFT,SP| RP,85.66666666666669,8,33,69,28,27,7,37,76,2,0,1,0,0,2.837,1.237,9,3,0.105,-1.646,-1.223,-0.415,0.631,-0.122,-2.775,2.4819999999999998,6.025605550775945,
214,Griffin Canning,NYN,RIGHT,SP,76.33333333333333,16,16,70,35,32,8,35,70,7,3,0,0,0,3.773,1.375,3,1,0.039,-0.334,-1.355,-0.506,0.005,-0.586,-2.777,2.4799999999999995,6.020750107141153,
215,Jalen Beeks,ARI,LEFT,RP,57.333333333333336,2,61,42,26,24,6,20,47,5,3,1,0,0,3.767,1.081,5,1,0.087,-0.859,-1.86,-0.415,0.006,0.324,-2.805,2.4519999999999995,5.952773896254076,
216,Huascar Brazoban,NYN,RIGHT,SP| RP,63.0,3,52,51,29,25,6,27,57,5,2,2,0,0,3.571,1.238,3,2,0.048,-0.859,-1.64,-0.324,0.103,-0.092,-2.812,2.445,5.935779843532307,
217,Graham Ashcraft,CIN,RIGHT,RP,65.33333333333333,0,62,68,37,29,2,25,64,8,5,0,0,0,3.995,1.423,4,1,0.061,-0.072,-1.486,-0.506,-0.109,-0.644,-2.817,2.4399999999999995,5.923641234445328,
218,Landen Roupp,SFN,RIGHT,SP,106.66666666666667,22,22,113,55,45,11,45,102,7,7,0,0,0,3.797,1.481,6,2,0.056,-0.334,-0.652,-0.506,-0.013,-1.33,-2.836,2.421,5.877514519914812,
219,Matt Festa,CLE,RIGHT,RP,54.66666666666666,0,63,44,29,25,4,15,56,5,4,0,0,0,4.116,1.079,8,3,0.146,-0.859,-1.662,-0.506,-0.143,0.314,-2.857,2.3999999999999995,5.826532361749503,
220,Tylor Megill,NYN,RIGHT,SP,68.33333333333333,14,14,60,37,30,6,33,89,5,5,0,0,0,3.951,1.361,3,1,0.044,-0.859,-0.937,-0.506,-0.091,-0.48,-2.873,2.3839999999999995,5.787688812671173,
221,Michael McGreevy,SLN,RIGHT,SP,95.66666666666667,16,17,100,50,47,12,20,58,8,4,0,0,0,4.422,1.254,0,2,0.0,-0.072,-1.618,-0.506,-0.478,-0.21,-2.884,2.3729999999999998,5.760983872679822,
222,Michael Soroka,CHN| WAS,RIGHT,SP| RP,89.66666666666669,17,22,72,49,45,12,29,95,3,8,0,0,0,4.517,1.126,8,4,0.089,-1.384,-0.805,-0.506,-0.514,0.323,-2.887,2.3699999999999997,5.753700707227635,
223,Fernando Cruz,NYA,RIGHT,RP,48.00000000000001,0,49,33,21,19,5,24,72,3,4,2,0,0,3.562,1.188,2,0,0.042,-1.384,-1.311,-0.324,0.082,0.04,-2.897,2.36,5.729423489053679,
224,Caleb Ferguson,PIT| SEA,LEFT,RP,65.33333333333331,0,70,54,27,26,2,22,51,5,4,0,0,0,3.582,1.163,10,1,0.153,-0.859,-1.772,-0.506,0.102,0.126,-2.909,2.348,5.700290827244931,
225,Jakob Junis,CLE,RIGHT,RP,66.66666666666666,0,57,64,24,22,5,18,55,4,1,0,0,0,2.970,1.230,5,3,0.075,-1.121,-1.684,-0.506,0.422,-0.072,-2.963,2.2939999999999996,5.569193849105567,
226,Ian Seymour,TBA,LEFT,SP| RP,57.0,5,19,48,33,23,5,19,64,4,3,0,0,0,3.632,1.175,3,0,0.053,-1.121,-1.486,-0.506,0.066,0.079,-2.969,2.288,5.554627518201194,
227,Brad Lord,WAS,RIGHT,SP| RP,130.66666666666666,19,48,126,65,63,17,43,108,5,10,0,0,0,4.339,1.293,3,5,0.023,-0.859,-0.52,-0.506,-0.569,-0.517,-2.971,2.2859999999999996,5.549772074566402,
228,Cole Ragans,KCA,LEFT,SP,61.66666666666667,13,13,53,33,32,7,20,98,3,3,0,0,0,4.670,1.184,3,1,0.049,-1.384,-0.74,-0.506,-0.428,0.062,-2.995,2.2619999999999996,5.491506750948907,
229,Daniel Lynch,KCA,LEFT,RP,67.66666666666667,2,57,66,24,23,8,26,45,6,2,1,0,0,3.059,1.360,0,3,0.0,-0.597,-1.904,-0.415,0.381,-0.471,-3.006,2.251,5.464801810957556,
230,AJ Blubaugh,HOU,RIGHT,SP| RP,32.0,3,11,17,11,6,6,11,35,3,1,0,0,0,1.688,0.875,2,0,0.062,-1.384,-2.123,-0.506,0.522,0.48,-3.012,2.2449999999999997,5.450235480053181,
231,Tim Hill,NYA,LEFT,RP,67.0,0,70,58,27,23,8,16,37,4,4,0,0,0,3.090,1.105,0,0,0.0,-1.121,-2.079,-0.506,0.361,0.308,-3.038,2.219,5.387114712800895,
232,Cade Gibson,MIA,LEFT,RP,54.66666666666666,1,44,44,18,16,3,21,43,4,5,0,0,0,2.634,1.189,2,1,0.037,-1.121,-1.948,-0.506,0.489,0.042,-3.045,2.2119999999999997,5.370120660079126,
233,Mason Fluharty,TOR,LEFT,RP,52.66666666666665,0,55,36,28,26,6,24,56,5,2,1,0,0,4.443,1.139,0,2,0.0,-0.859,-1.662,-0.415,-0.272,0.159,-3.049,2.2079999999999997,5.360409772809543,
234,Pierce Johnson,ATL,RIGHT,RP,58.99999999999999,0,65,52,21,20,8,19,59,3,3,1,0,0,3.051,1.203,8,2,0.136,-1.384,-1.596,-0.415,0.336,0.007,-3.053,2.2039999999999997,5.350698885539961,
235,Connor Phillips,CIN,RIGHT,RP,24.999999999999996,0,21,11,9,8,3,12,32,5,0,0,0,0,2.880,0.920,2,1,0.08,-0.859,-2.189,-0.506,0.176,0.324,-3.055,2.2019999999999995,5.345843441905169,
236,Bailey Falter,KCA| PIT,LEFT,SP,125.33333333333333,24,26,115,68,62,19,46,81,7,7,0,0,0,4.452,1.285,12,4,0.096,-0.334,-1.113,-0.506,-0.656,-0.446,-3.056,2.2009999999999996,5.343415720087774,
